,TDE,ZXR,COM,Mean,Med,Mode,Var,ACC0,ACC1,ACC2,ACC3,Class
3263,0.452169502,-15729,69174.63885,-7.76E-05,-0.000781861,-0.000156372,0.204457253,1,0.996150791,0.985218569,0.96794346,0
3,0.323775987,16631,92560.15292,-8.41E-05,-0.001013685,0,0.104830883,1,0.995183565,0.981261843,0.959290457,1
44,0.407919997,10831,61515.15174,-7.99E-05,0.000321699,0,0.166398718,1,0.995314901,0.982565267,0.963830013,1
68,0.22242538,-4198,64116.69104,-7.85E-05,-0.000157778,-0.000157778,0.049473043,1,0.993483819,0.974768389,0.945619517,1
80,0.215994028,-3726,94331.24735,-7.96E-05,-0.000161108,0,0.046653414,1,0.992502817,0.971038533,0.937783833,1
131,0.274857651,-8944,85251.11039,-8.92E-05,0,0,0.07554672,1,0.952722838,0.82214301,0.631024349,1
135,0.205869955,-4593,89065.14234,-8.28E-05,0,0,0.042382431,1,0.993098283,0.973140424,0.941794333,1
165,0.374443383,-13532,97628.15907,-7.70E-05,-0.000154369,0,0.140207841,1,0.981068542,0.93145207,0.861638132,1
177,0.349024944,6934,63234.51441,-9.56E-05,0.013851481,0,0.121818402,1,0.996148674,0.985248547,0.968347921,1
198,0.215994028,-3726,94331.24735,-7.96E-05,-0.000161108,0,0.046653414,1,0.992502817,0.971038533,0.937783833,1
232,0.366566823,7480,96619.89959,-8.11E-05,-0.002113134,-0.000162549,0.134371229,1,0.992574907,0.971332931,0.938302037,1
252,0.43084614,6591,88113.61057,-8.35E-05,-0.0003367,0,0.185628389,1,0.991928755,0.969077577,0.934210529,1
257,0.26039172,12332,65770.42881,-8.94E-05,0,-0.000180375,0.06780384,1,0.995628341,0.983201463,0.963858501,1
258,0.310437281,14615,90586.48213,-7.91E-05,-0.00031837,0,0.096371299,1,0.994974991,0.980610547,0.958409819,1
264,0.348691558,-7567,68102.38957,-8.18E-05,-0.000984091,0,0.121585796,1,0.965677463,0.87406758,0.745235271,1
323,0.408851836,1012,82747.95837,-9.53E-05,0,0,0.167159815,1,0.994706106,0.979825619,0.956933644,1
340,0.50179198,-6566,66089.06677,-8.68E-05,-0.001744896,0,0.251795184,1,0.996889312,0.988398223,0.975646095,1
374,0.361209247,3682,71443.16252,-7.71E-05,-0.000927214,0,0.130472114,1,0.993310871,0.974350149,0.945487493,1
394,0.237685555,-6156,87307.1866,-8.31E-05,0,0,0.056494416,1,0.994219674,0.977504129,0.951188446,1
455,0.432040299,-2836,78240.89984,-8.50E-05,0.000341939,0,0.186658813,1,0.971334912,0.89321441,0.778800257,1
479,0.286318551,-9,75818.70535,-8.31E-05,0,0,0.081978306,1,0.99657504,0.986893647,0.971979707,1
490,0.252369648,-9553,91741.31379,-7.69E-05,-0.000154369,0,0.063690433,1,0.96954347,0.885817491,0.764047445,1
534,0.240960843,1956,81585.73946,-7.93E-05,-0.002867155,-0.000159286,0.058062121,1,0.963634824,0.865686217,0.726545139,1
580,0.358904334,-2790,77964.24461,-8.72E-05,-0.000350201,-0.000175101,0.128812313,1,0.980904413,0.926582456,0.843155391,1
585,0.51880063,-16992,65990.90139,-0.000107427,0.002155172,-0.000215517,0.269154082,1,0.986621498,0.950865938,0.899023745,1
586,0.358904334,-2790,77964.24461,-8.72E-05,-0.000350201,-0.000175101,0.128812313,1,0.980904413,0.926582456,0.843155391,1
588,0.310824374,-15778,82594.47598,-8.11E-05,-0.000163666,0,0.096611785,1,0.993927447,0.976168779,0.947722712,1
798,0.232543484,-2803,79743.98886,-8.75E-05,0,-0.000174948,0.054076464,1,0.992595846,0.97123376,0.937800897,1
823,0.297765913,-15841,80040.00382,-7.71E-05,-0.000463106,0,0.088664533,1,0.989415271,0.959639424,0.914413998,1
837,0.404074648,-13191,87262.81927,-8.07E-05,-0.000995025,0,0.163276314,1,0.995223383,0.98209897,0.962439141,1
853,0.237685555,-6156,87307.1866,-8.31E-05,0,0,0.056494416,1,0.994219674,0.977504129,0.951188446,1
863,0.232543484,-2803,79743.98886,-8.75E-05,0,-0.000174948,0.054076464,1,0.992595846,0.97123376,0.937800897,1
867,0.284961182,7719,57789.81691,-8.72E-05,0,0,0.081202867,1,0.995369139,0.982348035,0.96235893,1
891,0.336750743,11970,71402.29873,-8.36E-05,-0.000167168,-0.000167168,0.113401056,1,0.995910702,0.984069262,0.965326975,1
900,0.22242538,-4198,64116.69104,-7.85E-05,-0.000157778,-0.000157778,0.049473043,1,0.993483819,0.974768389,0.945619517,1
914,0.417059628,2357,72829.91919,-8.54E-05,-0.017459774,-0.000171174,0.173938726,1,0.994342755,0.978069069,0.952535522,1
922,0.255511849,1090,93453.87335,-8.20E-05,0,0,0.065286298,1,0.996425855,0.986184147,0.970124397,1
933,0.310437281,14615,90586.48213,-7.91E-05,-0.00031837,0,0.096371299,1,0.994974991,0.980610547,0.958409819,1
945,0.501076679,-24543,88641.78927,-0.000105869,0,-0.000211909,0.251077827,1,0.986703591,0.951119068,0.89901135,1
949,0.310824374,-15778,82594.47598,-8.11E-05,-0.000163666,0,0.096611785,1,0.993927447,0.976168779,0.947722712,1
995,0.353310878,10331,80575.17629,-7.85E-05,0,0,0.12482857,1,0.974498017,0.903176455,0.795454193,1
1005,0.297765913,-15841,80040.00382,-7.71E-05,-0.000463106,0,0.088664533,1,0.989415271,0.959639424,0.914413998,1
1037,0.304407857,-5914,66681.54957,-8.04E-05,-0.000161057,-0.000161057,0.092664137,1,0.995036909,0.980764353,0.958374691,1
1080,0.268119767,-7927,76822.87653,-8.14E-05,-0.006876228,-0.00016372,0.071888203,1,0.992748082,0.971877433,0.939177918,1
1100,0.3603099,-12696,63799.75288,-9.10E-05,-0.000182615,-0.000182615,0.129823216,1,0.989953271,0.962647321,0.922982716,1
1107,0.390136326,-5748,62795.63042,-7.78E-05,-0.000626468,-0.000156617,0.152206347,1,0.981051391,0.930418338,0.857523411,1
1127,0.391690449,-1913,76184.71176,-8.16E-05,-0.001142857,-0.000163265,0.153421401,1,0.990660402,0.964174591,0.923512872,1
1150,0.252369648,-9553,91741.31379,-7.69E-05,-0.000154369,0,0.063690433,1,0.96954347,0.885817491,0.764047445,1
1168,0.407919997,10831,61515.15174,-7.99E-05,0.000321699,0,0.166398718,1,0.995314901,0.982565267,0.963830013,1
1193,0.374126693,12284,75557.24263,-8.67E-05,0,0,0.139970775,1,0.995180057,0.98196786,0.962445781,1
1235,0.308466281,-11431,46613.79154,-0.000119787,-0.001234949,0,0.095151432,1,0.991278763,0.966872592,0.929885032,1
1238,0.50179198,-6566,66089.06677,-8.68E-05,-0.001744896,0,0.251795184,1,0.996889312,0.988398223,0.975646095,1
1281,0.30705915,-319,61905.88464,-8.23E-05,0,-0.000164555,0.094285315,1,0.996643894,0.98716456,0.972544226,1
1295,0.315856096,-2745,64308.37878,-8.80E-05,0,0,0.099765066,1,0.996400295,0.986281718,0.970766724,1
1320,0.486451416,2810,61030.07399,-0.000111694,0.008504924,0,0.236634967,1,0.995480165,0.982789207,0.963268656,1
1383,0.417059628,2357,72829.91919,-8.54E-05,-0.017459774,-0.000171174,0.173938726,1,0.994342755,0.978069069,0.952535522,1
1397,0.284961182,7719,57789.81691,-8.72E-05,0,0,0.081202867,1,0.995369139,0.982348035,0.96235893,1
1426,0.353310878,10331,80575.17629,-7.85E-05,0,0,0.12482857,1,0.974498017,0.903176455,0.795454193,1
1464,0.343006956,-15535,81082.8956,-8.55E-05,-0.000172236,-0.000172236,0.117653765,1,0.988670851,0.95755323,0.911802344,1
1466,0.300946133,4364,69998.44993,-9.69E-05,-0.000926212,0,0.090568565,1,0.991467997,0.967306188,0.930604603,1
1511,0.335577116,-3267,62558.96596,-7.76E-05,-0.001395782,-0.000155087,0.112611995,1,0.994058204,0.976890583,0.949825081,1
1540,0.315856096,-2745,64308.37878,-8.80E-05,0,0,0.099765066,1,0.996400295,0.986281718,0.970766724,1
1610,0.286318551,-9,75818.70535,-8.31E-05,0,0,0.081978306,1,0.99657504,0.986893647,0.971979707,1
1629,0.296169772,-5394,70214.84192,-7.94E-05,-0.000318776,0,0.087716528,1,0.959336832,0.847985116,0.687580924,1
1666,0.277528471,-6328,96872.73323,-8.12E-05,-0.000154369,0,0.077022046,1,0.994574835,0.979019152,0.954755071,1
1714,0.293320447,-4144,88964.27112,-8.24E-05,-0.000331236,-0.000165618,0.086036878,1,0.978722765,0.920769664,0.836334363,1
1725,0.337066664,6586,65300.94823,-8.09E-05,-0.003393117,-0.000161577,0.11361393,1,0.995406833,0.982336569,0.962233149,1
1756,0.30705915,-319,61905.88464,-8.23E-05,0,-0.000164555,0.094285315,1,0.996643894,0.98716456,0.972544226,1
1776,0.281618427,-3304,82740.27399,-8.63E-05,0,0,0.079308931,1,0.996347536,0.986058283,0.970196844,1
1821,0.328859129,-10132,73869.14936,-8.95E-05,0,0,0.108148319,1,0.959499448,0.846577545,0.678380733,1
1834,0.23685865,-11086,86814.41448,-8.48E-05,-0.000170329,-0.000170329,0.056102013,1,0.994052146,0.976983029,0.950341668,1
1844,0.300946133,4364,69998.44993,-9.69E-05,-0.000926212,0,0.090568565,1,0.991467997,0.967306188,0.930604603,1
1849,0.239914026,-7482,74502.71796,-8.45E-05,-0.004071247,0,0.057558733,1,0.993672894,0.975542687,0.947323891,1
1889,0.319020217,718,77637.01172,-8.24E-05,-0.00066357,0,0.101773892,1,0.979347972,0.923116139,0.841328133,1
1917,0.281618427,-3304,82740.27399,-8.63E-05,0,0,0.079308931,1,0.996347536,0.986058283,0.970196844,1
1926,0.349024944,6934,63234.51441,-9.56E-05,0.013851481,0,0.121818402,1,0.996148674,0.985248547,0.968347921,1
2014,0.276886505,-2053,70621.75429,-8.36E-05,0,0,0.07666613,1,0.994411323,0.978255407,0.952792208,1
2022,0.324679305,-12126,67213.09429,-8.13E-05,-0.000325256,-0.000162628,0.105416645,1,0.993910198,0.976093966,0.947529999,1
2034,0.433557361,4589,64034.45594,-0.000105069,0.049515381,-0.000210704,0.187971974,1,0.995201799,0.981734434,0.961248368,1
2046,0.486451416,2810,61030.07399,-0.000111694,0.008504924,0,0.236634967,1,0.995480165,0.982789207,0.963268656,1
2055,0.286466914,7783,73784.07779,-8.13E-05,0,0,0.082063286,1,0.970325252,0.891126241,0.780481629,1
2068,0.328859129,-10132,73869.14936,-8.95E-05,0,0,0.108148319,1,0.959499448,0.846577545,0.678380733,1
2080,0.274857651,-8944,85251.11039,-8.92E-05,0,0,0.07554672,1,0.952722838,0.82214301,0.631024349,1
2081,0.32306591,12706,86871.76987,-8.25E-05,0,0,0.104371576,1,0.968678326,0.885107547,0.767669481,1
2086,0.443649016,-662,73591.01247,-0.000110539,0.016021362,0,0.196824437,1,0.995551421,0.983049068,0.963958936,1
2092,0.390136326,-5748,62795.63042,-7.78E-05,-0.000626468,-0.000156617,0.152206347,1,0.981051391,0.930418338,0.857523411,1
2094,0.408851836,1012,82747.95837,-9.53E-05,0,0,0.167159815,1,0.994706106,0.979825619,0.956933644,1
2111,0.308466281,-11431,46613.79154,-0.000119787,-0.001234949,0,0.095151432,1,0.991278763,0.966872592,0.929885032,1
2153,0.28579844,746,63682.10712,-8.17E-05,0,0,0.081680742,1,0.996186192,0.985331011,0.968419525,1
2157,0.205869955,-4593,89065.14234,-8.28E-05,0,0,0.042382431,1,0.993098283,0.973140424,0.941794333,1
2168,0.268119767,-7927,76822.87653,-8.14E-05,-0.006876228,-0.00016372,0.071888203,1,0.992748082,0.971877433,0.939177918,1
2217,0.255511849,1090,93453.87335,-8.20E-05,0,0,0.065286298,1,0.996425855,0.986184147,0.970124397,1
2252,0.304407857,-5914,66681.54957,-8.04E-05,-0.000161057,-0.000161057,0.092664137,1,0.995036909,0.980764353,0.958374691,1
2259,0.51880063,-16992,65990.90139,-0.000107427,0.002155172,-0.000215517,0.269154082,1,0.986621498,0.950865938,0.899023745,1
2282,0.391690449,-1913,76184.71176,-8.16E-05,-0.001142857,-0.000163265,0.153421401,1,0.990660402,0.964174591,0.923512872,1
2294,0.374126693,12284,75557.24263,-8.67E-05,0,0,0.139970775,1,0.995180057,0.98196786,0.962445781,1
2359,0.300007017,3298,95838.22374,-8.38E-05,-0.000168011,0,0.090004203,1,0.979495996,0.921073927,0.831347419,1
2379,0.319020217,718,77637.01172,-8.24E-05,-0.00066357,0,0.101773892,1,0.979347972,0.923116139,0.841328133,1
2399,0.240960843,1956,81585.73946,-7.93E-05,-0.002867155,-0.000159286,0.058062121,1,0.963634824,0.865686217,0.726545139,1
2470,0.28579844,746,63682.10712,-8.17E-05,0,0,0.081680742,1,0.996186192,0.985331011,0.968419525,1
2478,0.239914026,-7482,74502.71796,-8.45E-05,-0.004071247,0,0.057558733,1,0.993672894,0.975542687,0.947323891,1
2481,0.23685865,-11086,86814.41448,-8.48E-05,-0.000170329,-0.000170329,0.056102013,1,0.994052146,0.976983029,0.950341668,1
2506,0.286466914,7783,73784.07779,-8.13E-05,0,0,0.082063286,1,0.970325252,0.891126241,0.780481629,1
2510,0.276886505,-2053,70621.75429,-8.36E-05,0,0,0.07666613,1,0.994411323,0.978255407,0.952792208,1
2528,0.293320447,-4144,88964.27112,-8.24E-05,-0.000331236,-0.000165618,0.086036878,1,0.978722765,0.920769664,0.836334363,1
2546,0.404074648,-13191,87262.81927,-8.07E-05,-0.000995025,0,0.163276314,1,0.995223383,0.98209897,0.962439141,1
2589,0.353384449,7605,83615.53705,-0.000115211,0.000693481,0,0.124880556,1,0.995632008,0.983176348,0.9637908,1
2623,0.432040299,-2836,78240.89984,-8.50E-05,0.000341939,0,0.186658813,1,0.971334912,0.89321441,0.778800257,1
2643,0.443649016,-662,73591.01247,-0.000110539,0.016021362,0,0.196824437,1,0.995551421,0.983049068,0.963958936,1
2649,0.300007017,3298,95838.22374,-8.38E-05,-0.000168011,0,0.090004203,1,0.979495996,0.921073927,0.831347419,1
2684,0.26039172,12332,65770.42881,-8.94E-05,0,-0.000180375,0.06780384,1,0.995628341,0.983201463,0.963858501,1
2685,0.324679305,-12126,67213.09429,-8.13E-05,-0.000325256,-0.000162628,0.105416645,1,0.993910198,0.976093966,0.947529999,1
2693,0.361209247,3682,71443.16252,-7.71E-05,-0.000927214,0,0.130472114,1,0.993310871,0.974350149,0.945487493,1
2728,0.336750743,11970,71402.29873,-8.36E-05,-0.000167168,-0.000167168,0.113401056,1,0.995910702,0.984069262,0.965326975,1
2786,0.32306591,12706,86871.76987,-8.25E-05,0,0,0.104371576,1,0.968678326,0.885107547,0.767669481,1
2806,0.43084614,6591,88113.61057,-8.35E-05,-0.0003367,0,0.185628389,1,0.991928755,0.969077577,0.934210529,1
2857,0.296169772,-5394,70214.84192,-7.94E-05,-0.000318776,0,0.087716528,1,0.959336832,0.847985116,0.687580924,1
2890,0.323775987,16631,92560.15292,-8.41E-05,-0.001013685,0,0.104830883,1,0.995183565,0.981261843,0.959290457,1
2902,0.337066664,6586,65300.94823,-8.09E-05,-0.003393117,-0.000161577,0.11361393,1,0.995406833,0.982336569,0.962233149,1
2908,0.374443383,-13532,97628.15907,-7.70E-05,-0.000154369,0,0.140207841,1,0.981068542,0.93145207,0.861638132,1
2980,0.3603099,-12696,63799.75288,-9.10E-05,-0.000182615,-0.000182615,0.129823216,1,0.989953271,0.962647321,0.922982716,1
2991,0.277528471,-6328,96872.73323,-8.12E-05,-0.000154369,0,0.077022046,1,0.994574835,0.979019152,0.954755071,1
3000,0.433557361,4589,64034.45594,-0.000105069,0.049515381,-0.000210704,0.187971974,1,0.995201799,0.981734434,0.961248368,1
3038,0.501076679,-24543,88641.78927,-0.000105869,0,-0.000211909,0.251077827,1,0.986703591,0.951119068,0.89901135,1
3050,0.366566823,7480,96619.89959,-8.11E-05,-0.002113134,-0.000162549,0.134371229,1,0.992574907,0.971332931,0.938302037,1
3120,0.335577116,-3267,62558.96596,-7.76E-05,-0.001395782,-0.000155087,0.112611995,1,0.994058204,0.976890583,0.949825081,1
3147,0.343006956,-15535,81082.8956,-8.55E-05,-0.000172236,-0.000172236,0.117653765,1,0.988670851,0.95755323,0.911802344,1
3187,0.353384449,7605,83615.53705,-0.000115211,0.000693481,0,0.124880556,1,0.995632008,0.983176348,0.9637908,1
3201,0.348691558,-7567,68102.38957,-8.18E-05,-0.000984091,0,0.121585796,1,0.965677463,0.87406758,0.745235271,1
5,0.256863728,-20,43809.8087,-5.31E-05,-0.000962361,0,0.065978972,1,0.988224454,0.953885926,0.899033904,2
15,0.302746435,-4644,78746.32505,-4.61E-05,-0.000476826,0,0.091655402,1,0.999702303,0.998815117,0.997348873,2
33,0.245546853,-4840,79087.65352,-4.63E-05,-9.32E-05,0,0.060293255,1,0.996922069,0.987971336,0.973744005,2
64,0.31902353,-1850,76151.47355,-4.89E-05,0,0,0.10177601,1,0.999696974,0.998795916,0.99731085,2
71,0.224741546,-3263,111473.7932,-4.22E-05,-0.000166196,-8.31E-05,0.050508761,1,0.999754225,0.999026692,0.997827111,2
84,0.296952826,-1522,88295.19926,-4.84E-05,0,0,0.088180979,1,0.99895857,0.995909562,0.99095108,2
91,0.30765528,-2475,65124.31597,-0.000143902,-0.000290867,-0.000290867,0.094651751,1,0.998788121,0.995184419,0.989253241,2
110,0.283204517,2353,78040.83458,-0.000125523,-0.000251004,-0.000251004,0.080204783,1,0.998846902,0.995477491,0.989993945,2
138,0.323561849,2812,138158.8959,-8.01E-06,-9.30E-05,0,0.10469227,1,0.999618323,0.998479875,0.996597475,2
171,0.347419342,4036,63193.24802,-4.79E-05,0,0,0.120700197,1,0.999371527,0.997503384,0.994434452,2
174,0.155320275,14576,109632.6091,-5.76E-05,-8.59E-05,-8.59E-05,0.024124384,1,0.999096972,0.99648643,0.99226698,2
183,0.33366749,5988,66679.6844,-5.66E-05,0,0,0.111333991,1,0.99865226,0.994656459,0.988101952,2
196,0.254068838,-702,216286.7521,-8.26E-05,0,0,0.064550968,1,0.999567822,0.998306565,0.996250314,2
197,0.261723894,-1003,78515.93963,-6.77E-05,-8.92E-05,0,0.068499392,1,0.998787008,0.99527719,0.989641485,2
199,0.276939811,-1644,76081.20765,-5.89E-05,-0.001202439,0,0.076695655,1,0.999798326,0.99919749,0.998205612,2
208,0.256454901,10075,84781.59479,-4.88E-05,0,-0.00010609,0.065769114,1,0.999336123,0.997362373,0.994103694,2
230,0.317007954,-8458,124073.3715,-3.01E-05,0,0,0.100494042,1,0.999894773,0.999581001,0.999060844,2
237,0.340925333,7027,72810.44318,-5.01E-05,0.000204436,-0.000102218,0.11623008,1,0.999692832,0.998775733,0.997260374,2
246,0.267443465,2947,62579.64556,-7.15E-05,0,0,0.071526002,1,0.990550689,0.963558703,0.921632061,2
