	Filenames	Class
66	AltoFlute.vib.Gb4.L.wav	1
67	AltoFlute.vib.Gb4.R.wav	1
68	AltoFlute.vib.Gb5.L.wav	1
69	AltoFlute.vib.Gb5.R.wav	1
70	AltoFlute.vib.Gb6.L.wav	1
71	AltoFlute.vib.Gb6.R.wav	1
72	AltoSax.NoVib.A3.L.wav	2
73	AltoSax.NoVib.A3.R.wav	2
74	AltoSax.NoVib.A4.L.wav	2
75	AltoSax.NoVib.A4.R.wav	2
76	AltoSax.NoVib.Ab3.L.wav	2
77	AltoSax.NoVib.Ab3.R.wav	2
78	AltoSax.NoVib.Ab4.L.wav	2
79	AltoSax.NoVib.Ab4.R.wav	2
80	AltoSax.NoVib.Ab5.L.wav	2
81	AltoSax.NoVib.Ab5.R.wav	2
82	AltoSax.NoVib.B3.L.wav	2
83	AltoSax.NoVib.B3.R.wav	2
84	AltoSax.NoVib.B4.L.wav	2
85	AltoSax.NoVib.B4.R.wav	2
86	AltoSax.NoVib.Bb3.L.wav	2
87	AltoSax.NoVib.Bb3.R.wav	2
88	AltoSax.NoVib.Bb4.L.wav	2
89	AltoSax.NoVib.Bb4.R.wav	2
90	AltoSax.NoVib.C4.L.wav	2
91	AltoSax.NoVib.C4.R.wav	2
92	AltoSax.NoVib.C5.L.wav	2
93	AltoSax.NoVib.C5.R.wav	2
94	AltoSax.NoVib.D3.L.wav	2
95	AltoSax.NoVib.D3.R.wav	2
96	AltoSax.NoVib.D4.L.wav	2
97	AltoSax.NoVib.D4.R.wav	2
98	AltoSax.NoVib.D5.L.wav	2
99	AltoSax.NoVib.D5.R.wav	2
100	AltoSax.NoVib.Db3.L.wav	2
101	AltoSax.NoVib.Db3.R.wav	2
102	AltoSax.NoVib.Db4.L.wav	2
103	AltoSax.NoVib.Db4.R.wav	2
104	AltoSax.NoVib.Db5.L.wav	2
105	AltoSax.NoVib.Db5.R.wav	2
106	AltoSax.NoVib.E3.L.wav	2
107	AltoSax.NoVib.E3.R.wav	2
108	AltoSax.NoVib.E4.L.wav	2
109	AltoSax.NoVib.E4.R.wav	2
110	AltoSax.NoVib.E5.L.wav	2
111	AltoSax.NoVib.E5.R.wav	2
112	AltoSax.NoVib.Eb3.L.wav	2
113	AltoSax.NoVib.Eb3.R.wav	2
114	AltoSax.NoVib.Eb4.L.wav	2
115	AltoSax.NoVib.Eb4.R.wav	2
116	AltoSax.NoVib.Eb5.L.wav	2
117	AltoSax.NoVib.Eb5.R.wav	2
118	AltoSax.NoVib.F3.L.wav	2
119	AltoSax.NoVib.F3.R.wav	2
120	AltoSax.NoVib.F4.L.wav	2
121	AltoSax.NoVib.F4.R.wav	2
122	AltoSax.NoVib.F5.L.wav	2
123	AltoSax.NoVib.F5.R.wav	2
124	AltoSax.NoVib.G3.L.wav	2
125	AltoSax.NoVib.G3.R.wav	2
126	AltoSax.NoVib.G4.L.wav	2
127	AltoSax.NoVib.G4.R.wav	2
128	AltoSax.NoVib.G5.L.wav	2
129	AltoSax.NoVib.G5.R.wav	2
130	AltoSax.NoVib.Gb3.L.wav	2
131	AltoSax.NoVib.Gb3.R.wav	2
132	AltoSax.NoVib.Gb4.L.wav	2
133	AltoSax.NoVib.Gb4.R.wav	2
134	AltoSax.NoVib.Gb5.L.wav	2
135	AltoSax.NoVib.Gb5.R.wav	2
136	AltoSax.vib.A3.L.wav	2
137	AltoSax.vib.A3.R.wav	2
138	AltoSax.vib.A4.L.wav	2
139	AltoSax.vib.A4.R.wav	2
140	AltoSax.vib.Ab3.L.wav	2
141	AltoSax.vib.Ab3.R.wav	2
142	AltoSax.vib.Ab4.L.wav	2
143	AltoSax.vib.Ab4.R.wav	2
144	AltoSax.vib.Ab5.L.wav	2
145	AltoSax.vib.Ab5.R.wav	2
146	AltoSax.vib.B3.L.wav	2
147	AltoSax.vib.B3.R.wav	2
148	AltoSax.vib.B4.L.wav	2
149	AltoSax.vib.B4.R.wav	2
150	AltoSax.vib.Bb3.L.wav	2
151	AltoSax.vib.Bb3.R.wav	2
152	AltoSax.vib.Bb4.L.wav	2
153	AltoSax.vib.Bb4.R.wav	2
154	AltoSax.vib.C4.L.wav	2
155	AltoSax.vib.C4.R.wav	2
156	AltoSax.vib.C5.L.wav	2
157	AltoSax.vib.C5.R.wav	2
158	AltoSax.vib.D3.L.wav	2
159	AltoSax.vib.D3.R.wav	2
160	AltoSax.vib.D4.L.wav	2
161	AltoSax.vib.D4.R.wav	2
162	AltoSax.vib.D5.L.wav	2
163	AltoSax.vib.D5.R.wav	2
164	AltoSax.vib.Db3.L.wav	2
165	AltoSax.vib.Db3.R.wav	2
166	AltoSax.vib.Db4.L.wav	2
167	AltoSax.vib.Db4.R.wav	2
168	AltoSax.vib.Db5.L.wav	2
169	AltoSax.vib.Db5.R.wav	2
170	AltoSax.vib.E3.L.wav	2
171	AltoSax.vib.E3.R.wav	2
172	AltoSax.vib.E4.L.wav	2
173	AltoSax.vib.E4.R.wav	2
174	AltoSax.vib.E5.L.wav	2
175	AltoSax.vib.E5.R.wav	2
176	AltoSax.vib.Eb3.L.wav	2
177	AltoSax.vib.Eb3.R.wav	2
178	AltoSax.vib.Eb4.L.wav	2
179	AltoSax.vib.Eb4.R.wav	2
180	AltoSax.vib.Eb5.L.wav	2
181	AltoSax.vib.Eb5.R.wav	2
182	AltoSax.vib.F3.L.wav	2
183	AltoSax.vib.F3.R.wav	2
184	AltoSax.vib.F4.L.wav	2
185	AltoSax.vib.F4.R.wav	2
186	AltoSax.vib.F5.L.wav	2
187	AltoSax.vib.F5.R.wav	2
188	AltoSax.vib.G3.L.wav	2
189	AltoSax.vib.G3.R.wav	2
190	AltoSax.vib.G4.L.wav	2
191	AltoSax.vib.G4.R.wav	2
192	AltoSax.vib.G5.L.wav	2
193	AltoSax.vib.G5.R.wav	2
194	AltoSax.vib.Gb3.L.wav	2
195	AltoSax.vib.Gb3.R.wav	2
196	AltoSax.vib.Gb4.L.wav	2
197	AltoSax.vib.Gb4.R.wav	2
198	AltoSax.vib.Gb5.L.wav	2
199	AltoSax.vib.Gb5.R.wav	2
200	Bass.arco.sulA.A1.L.wav	3
201	Bass.arco.sulA.A1.R.wav	3
202	Bass.arco.sulA.A2.L.wav	3
203	Bass.arco.sulA.A2.R.wav	3
204	Bass.arco.sulA.A3.L.wav	3
205	Bass.arco.sulA.A3.R.wav	3
206	Bass.arco.sulA.Ab2.L.wav	3
207	Bass.arco.sulA.Ab2.R.wav	3
208	Bass.arco.sulA.Ab3.L.wav	3
209	Bass.arco.sulA.Ab3.R.wav	3
210	Bass.arco.sulA.B1.L.wav	3
211	Bass.arco.sulA.B1.R.wav	3
212	Bass.arco.sulA.B2.L.wav	3
213	Bass.arco.sulA.B2.R.wav	3
214	Bass.arco.sulA.Bb1.L.wav	3
215	Bass.arco.sulA.Bb1.R.wav	3
216	Bass.arco.sulA.Bb2.L.wav	3
217	Bass.arco.sulA.Bb2.R.wav	3
218	Bass.arco.sulA.C2.L.wav	3
219	Bass.arco.sulA.C2.R.wav	3
220	Bass.arco.sulA.C3.L.wav	3
221	Bass.arco.sulA.C3.R.wav	3
222	Bass.arco.sulA.D2.L.wav	3
223	Bass.arco.sulA.D2.R.wav	3
224	Bass.arco.sulA.D3.L.wav	3
225	Bass.arco.sulA.D3.R.wav	3
226	Bass.arco.sulA.Db2.L.wav	3
227	Bass.arco.sulA.Db2.R.wav	3
228	Bass.arco.sulA.Db3.L.wav	3
229	Bass.arco.sulA.Db3.R.wav	3
230	Bass.arco.sulA.E2.L.wav	3
231	Bass.arco.sulA.E2.R.wav	3
232	Bass.arco.sulA.E3.L.wav	3
233	Bass.arco.sulA.E3.R.wav	3
234	Bass.arco.sulA.Eb2.L.wav	3
235	Bass.arco.sulA.Eb2.R.wav	3
236	Bass.arco.sulA.Eb3.L.wav	3
237	Bass.arco.sulA.Eb3.R.wav	3
238	Bass.arco.sulA.F2.L.wav	3
239	Bass.arco.sulA.F2.R.wav	3
240	Bass.arco.sulA.F3.L.wav	3
241	Bass.arco.sulA.F3.R.wav	3
242	Bass.arco.sulA.G2.L.wav	3
243	Bass.arco.sulA.G2.R.wav	3
244	Bass.arco.sulA.G3.L.wav	3
245	Bass.arco.sulA.G3.R.wav	3
246	Bass.arco.sulA.Gb2.L.wav	3
247	Bass.arco.sulA.Gb2.R.wav	3
248	Bass.arco.sulA.Gb3.L.wav	3
249	Bass.arco.sulA.Gb3.R.wav	3
250	Bass.arco.sulC.C1.L.wav	3
251	Bass.arco.sulC.C1.R.wav	3
252	Bass.arco.sulC.D1.L.wav	3
253	Bass.arco.sulC.D1.R.wav	3
254	Bass.arco.sulC.Db1.L.wav	3
255	Bass.arco.sulC.Db1.R.wav	3
256	Bass.arco.sulC.Eb1.L.wav	3
257	Bass.arco.sulC.Eb1.R.wav	3
258	Bass.arco.sulD.A2.L.wav	3
259	Bass.arco.sulD.A2.R.wav	3
260	Bass.arco.sulD.A3.L.wav	3
261	Bass.arco.sulD.A3.R.wav	3
262	Bass.arco.sulD.Ab2.L.wav	3
263	Bass.arco.sulD.Ab2.R.wav	3
264	Bass.arco.sulD.Ab3.L.wav	3
265	Bass.arco.sulD.Ab3.R.wav	3
266	Bass.arco.sulD.B2.L.wav	3
267	Bass.arco.sulD.B2.R.wav	3
268	Bass.arco.sulD.B3.L.wav	3
269	Bass.arco.sulD.B3.R.wav	3
270	Bass.arco.sulD.Bb2.L.wav	3
271	Bass.arco.sulD.Bb2.R.wav	3
272	Bass.arco.sulD.Bb3.L.wav	3
273	Bass.arco.sulD.Bb3.R.wav	3
274	Bass.arco.sulD.C3.L.wav	3
275	Bass.arco.sulD.C3.R.wav	3
276	Bass.arco.sulD.C4.L.wav	3
277	Bass.arco.sulD.C4.R.wav	3
278	Bass.arco.sulD.D2.L.wav	3
279	Bass.arco.sulD.D2.R.wav	3
280	Bass.arco.sulD.D3.L.wav	3
281	Bass.arco.sulD.D3.R.wav	3
282	Bass.arco.sulD.D4.L.wav	3
283	Bass.arco.sulD.D4.R.wav	3
284	Bass.arco.sulD.Db3.L.wav	3
285	Bass.arco.sulD.Db3.R.wav	3
286	Bass.arco.sulD.Db4.L.wav	3
287	Bass.arco.sulD.Db4.R.wav	3
288	Bass.arco.sulD.E2.L.wav	3
289	Bass.arco.sulD.E2.R.wav	3
290	Bass.arco.sulD.E3.L.wav	3
291	Bass.arco.sulD.E3.R.wav	3
292	Bass.arco.sulD.Eb2.L.wav	3
293	Bass.arco.sulD.Eb2.R.wav	3
294	Bass.arco.sulD.Eb3.L.wav	3
295	Bass.arco.sulD.Eb3.R.wav	3
296	Bass.arco.sulD.F2.L.wav	3
297	Bass.arco.sulD.F2.R.wav	3
298	Bass.arco.sulD.F3.L.wav	3
299	Bass.arco.sulD.F3.R.wav	3
300	Bass.arco.sulD.G2.L.wav	3
301	Bass.arco.sulD.G2.R.wav	3
302	Bass.arco.sulD.G3.L.wav	3
303	Bass.arco.sulD.G3.R.wav	3
304	Bass.arco.sulD.Gb2.L.wav	3
305	Bass.arco.sulD.Gb2.R.wav	3
306	Bass.arco.sulD.Gb3.L.wav	3
307	Bass.arco.sulD.Gb3.R.wav	3
308	Bass.arco.sulE.A1.L.wav	3
309	Bass.arco.sulE.A1.R.wav	3
310	Bass.arco.sulE.A2.L.wav	3
311	Bass.arco.sulE.A2.R.wav	3
312	Bass.arco.sulE.Ab1.L.wav	3
313	Bass.arco.sulE.Ab1.R.wav	3
314	Bass.arco.sulE.Ab2.L.wav	3
315	Bass.arco.sulE.Ab2.R.wav	3
316	Bass.arco.sulE.B1.L.wav	3
317	Bass.arco.sulE.B1.R.wav	3
318	Bass.arco.sulE.B2.L.wav	3
319	Bass.arco.sulE.B2.R.wav	3
320	Bass.arco.sulE.Bb1.L.wav	3
321	Bass.arco.sulE.Bb1.R.wav	3
322	Bass.arco.sulE.Bb2.L.wav	3
323	Bass.arco.sulE.Bb2.R.wav	3
324	Bass.arco.sulE.C2.L.wav	3
325	Bass.arco.sulE.C2.R.wav	3
326	Bass.arco.sulE.C3.L.wav	3
327	Bass.arco.sulE.C3.R.wav	3
328	Bass.arco.sulE.D2.L.wav	3
329	Bass.arco.sulE.D2.R.wav	3
330	Bass.arco.sulE.D3.L.wav	3
331	Bass.arco.sulE.D3.R.wav	3
332	Bass.arco.sulE.Db2.L.wav	3
333	Bass.arco.sulE.Db2.R.wav	3
334	Bass.arco.sulE.Db3.L.wav	3
335	Bass.arco.sulE.Db3.R.wav	3
336	Bass.arco.sulE.E1.L.wav	3
337	Bass.arco.sulE.E1.R.wav	3
338	Bass.arco.sulE.E2.L.wav	3
339	Bass.arco.sulE.E2.R.wav	3
340	Bass.arco.sulE.E3.L.wav	3
341	Bass.arco.sulE.E3.R.wav	3
342	Bass.arco.sulE.Eb2.L.wav	3
343	Bass.arco.sulE.Eb2.R.wav	3
344	Bass.arco.sulE.Eb3.L.wav	3
345	Bass.arco.sulE.Eb3.R.wav	3
346	Bass.arco.sulE.F1.L.wav	3
347	Bass.arco.sulE.F1.R.wav	3
348	Bass.arco.sulE.F2.L.wav	3
349	Bass.arco.sulE.F2.R.wav	3
350	Bass.arco.sulE.G1.L.wav	3
351	Bass.arco.sulE.G1.R.wav	3
352	Bass.arco.sulE.G2.L.wav	3
353	Bass.arco.sulE.G2.R.wav	3
354	Bass.arco.sulE.Gb1.L.wav	3
355	Bass.arco.sulE.Gb1.R.wav	3
356	Bass.arco.sulE.Gb2.L.wav	3
357	Bass.arco.sulE.Gb2.R.wav	3
358	Bass.arco.sulG.A2.L.wav	3
359	Bass.arco.sulG.A2.R.wav	3
360	Bass.arco.sulG.A3.L.wav	3
361	Bass.arco.sulG.A3.R.wav	3
362	Bass.arco.sulG.Ab2.L.wav	3
363	Bass.arco.sulG.Ab2.R.wav	3
364	Bass.arco.sulG.Ab3.L.wav	3
365	Bass.arco.sulG.Ab3.R.wav	3
366	Bass.arco.sulG.B2.L.wav	3
367	Bass.arco.sulG.B2.R.wav	3
368	Bass.arco.sulG.B3.L.wav	3
369	Bass.arco.sulG.B3.R.wav	3
370	Bass.arco.sulG.Bb2.L.wav	3
371	Bass.arco.sulG.Bb2.R.wav	3
372	Bass.arco.sulG.Bb3.L.wav	3
373	Bass.arco.sulG.Bb3.R.wav	3
374	Bass.arco.sulG.C3.L.wav	3
375	Bass.arco.sulG.C3.R.wav	3
376	Bass.arco.sulG.C4.L.wav	3
377	Bass.arco.sulG.C4.R.wav	3
378	Bass.arco.sulG.D3.L.wav	3
379	Bass.arco.sulG.D3.R.wav	3
380	Bass.arco.sulG.D4.L.wav	3
381	Bass.arco.sulG.D4.R.wav	3
382	Bass.arco.sulG.Db3.L.wav	3
383	Bass.arco.sulG.Db3.R.wav	3
384	Bass.arco.sulG.Db4.L.wav	3
385	Bass.arco.sulG.Db4.R.wav	3
386	Bass.arco.sulG.E3.L.wav	3
387	Bass.arco.sulG.E3.R.wav	3
388	Bass.arco.sulG.E4.L.wav	3
389	Bass.arco.sulG.E4.R.wav	3
390	Bass.arco.sulG.Eb3.L.wav	3
391	Bass.arco.sulG.Eb3.R.wav	3
392	Bass.arco.sulG.Eb4.L.wav	3
393	Bass.arco.sulG.Eb4.R.wav	3
394	Bass.arco.sulG.F3.L.wav	3
395	Bass.arco.sulG.F3.R.wav	3
396	Bass.arco.sulG.F4.L.wav	3
397	Bass.arco.sulG.F4.R.wav	3
398	Bass.arco.sulG.G2.L.wav	3
399	Bass.arco.sulG.G2.R.wav	3
400	Bass.arco.sulG.G3.L.wav	3
401	Bass.arco.sulG.G3.R.wav	3
402	Bass.arco.sulG.G4.L.wav	3
403	Bass.arco.sulG.G4.R.wav	3
404	Bass.arco.sulG.Gb3.L.wav	3
405	Bass.arco.sulG.Gb3.R.wav	3
406	Bass.arco.sulG.Gb4.L.wav	3
407	Bass.arco.sulG.Gb4.R.wav	3
408	BassClarinet.A2.L.wav	4
409	BassClarinet.A2.R.wav	4
410	BassClarinet.A3.L.wav	4
411	BassClarinet.A3.R.wav	4
412	BassClarinet.A4.L.wav	4
413	BassClarinet.A4.R.wav	4
414	BassClarinet.A5.L.wav	4
415	BassClarinet.A5.R.wav	4
416	BassClarinet.Ab2.L.wav	4
417	BassClarinet.Ab2.R.wav	4
418	BassClarinet.Ab3.L.wav	4
419	BassClarinet.Ab3.R.wav	4
420	BassClarinet.Ab4.L.wav	4
421	BassClarinet.Ab4.R.wav	4
422	BassClarinet.Ab5.L.wav	4
423	BassClarinet.Ab5.R.wav	4
424	BassClarinet.B2.L.wav	4
425	BassClarinet.B2.R.wav	4
426	BassClarinet.B3.L.wav	4
427	BassClarinet.B3.R.wav	4
428	BassClarinet.B4.L.wav	4
429	BassClarinet.B4.R.wav	4
430	BassClarinet.Bb2.L.wav	4
431	BassClarinet.Bb2.R.wav	4
432	BassClarinet.Bb3.L.wav	4
433	BassClarinet.Bb3.R.wav	4
434	BassClarinet.Bb4.L.wav	4
435	BassClarinet.Bb4.R.wav	4
436	BassClarinet.Bb5.L.wav	4
437	BassClarinet.Bb5.R.wav	4
438	BassClarinet.C3.L.wav	4
439	BassClarinet.C3.R.wav	4
440	BassClarinet.C4.L.wav	4
441	BassClarinet.C4.R.wav	4
442	BassClarinet.C5.L.wav	4
443	BassClarinet.C5.R.wav	4
444	BassClarinet.D2.L.wav	4
445	BassClarinet.D2.R.wav	4
446	BassClarinet.D3.L.wav	4
447	BassClarinet.D3.R.wav	4
448	BassClarinet.D4.L.wav	4
449	BassClarinet.D4.R.wav	4
450	BassClarinet.D5.L.wav	4
451	BassClarinet.D5.R.wav	4
452	BassClarinet.Db2.L.wav	4
453	BassClarinet.Db2.R.wav	4
454	BassClarinet.Db3.L.wav	4
455	BassClarinet.Db3.R.wav	4
456	BassClarinet.Db4.L.wav	4
457	BassClarinet.Db4.R.wav	4
458	BassClarinet.Db5.L.wav	4
459	BassClarinet.Db5.R.wav	4
460	BassClarinet.E2.L.wav	4
461	BassClarinet.E2.R.wav	4
462	BassClarinet.E3.L.wav	4
463	BassClarinet.E3.R.wav	4
464	BassClarinet.E4.L.wav	4
465	BassClarinet.E4.R.wav	4
466	BassClarinet.E5.L.wav	4
467	BassClarinet.E5.R.wav	4
468	BassClarinet.Eb2.L.wav	4
469	BassClarinet.Eb2.R.wav	4
470	BassClarinet.Eb3.L.wav	4
471	BassClarinet.Eb3.R.wav	4
472	BassClarinet.Eb4.L.wav	4
473	BassClarinet.Eb4.R.wav	4
474	BassClarinet.Eb5.L.wav	4
475	BassClarinet.Eb5.R.wav	4
476	BassClarinet.F2.L.wav	4
477	BassClarinet.F2.R.wav	4
478	BassClarinet.F3.L.wav	4
479	BassClarinet.F3.R.wav	4
480	BassClarinet.F4.L.wav	4
481	BassClarinet.F4.R.wav	4
482	BassClarinet.F5.L.wav	4
483	BassClarinet.F5.R.wav	4
484	BassClarinet.G2.L.wav	4
485	BassClarinet.G2.R.wav	4
486	BassClarinet.G3.L.wav	4
487	BassClarinet.G3.R.wav	4
488	BassClarinet.G4.L.wav	4
489	BassClarinet.G4.R.wav	4
490	BassClarinet.G5.L.wav	4
491	BassClarinet.G5.R.wav	4
492	BassClarinet.Gb2.L.wav	4
493	BassClarinet.Gb2.R.wav	4
494	BassClarinet.Gb3.L.wav	4
495	BassClarinet.Gb3.R.wav	4
496	BassClarinet.Gb4.L.wav	4
497	BassClarinet.Gb4.R.wav	4
498	BassClarinet.Gb5.L.wav	4
499	BassClarinet.Gb5.R.wav	4
500	BassFlute.A3.L.wav	5
501	BassFlute.A3.R.wav	5
502	BassFlute.A4.L.wav	5
503	BassFlute.A4.R.wav	5
504	BassFlute.A5.L.wav	5
505	BassFlute.A5.R.wav	5
506	BassFlute.Ab3.L.wav	5
507	BassFlute.Ab3.R.wav	5
508	BassFlute.Ab4.L.wav	5
509	BassFlute.Ab4.R.wav	5
510	BassFlute.Ab5.L.wav	5
511	BassFlute.Ab5.R.wav	5
512	BassFlute.B3.L.wav	5
513	BassFlute.B3.R.wav	5
514	BassFlute.B4.L.wav	5
515	BassFlute.B4.R.wav	5
516	BassFlute.B5.L.wav	5
517	BassFlute.B5.R.wav	5
518	BassFlute.Bb3.L.wav	5
519	BassFlute.Bb3.R.wav	5
520	BassFlute.Bb4.L.wav	5
521	BassFlute.Bb4.R.wav	5
522	BassFlute.Bb5.L.wav	5
523	BassFlute.Bb5.R.wav	5
524	BassFlute.C3.L.wav	5
525	BassFlute.C3.R.wav	5
526	BassFlute.C4.L.wav	5
527	BassFlute.C4.R.wav	5
528	BassFlute.C5.L.wav	5
529	BassFlute.C5.R.wav	5
530	BassFlute.C6.L.wav	5
531	BassFlute.C6.R.wav	5
532	BassFlute.D3.L.wav	5
533	BassFlute.D3.R.wav	5
534	BassFlute.D4.L.wav	5
535	BassFlute.D4.R.wav	5
536	BassFlute.D5.L.wav	5
537	BassFlute.D5.R.wav	5
538	BassFlute.Db3.L.wav	5
539	BassFlute.Db3.R.wav	5
540	BassFlute.Db4.L.wav	5
541	BassFlute.Db4.R.wav	5
542	BassFlute.Db5.L.wav	5
543	BassFlute.Db5.R.wav	5
544	BassFlute.Db6.L.wav	5
545	BassFlute.Db6.R.wav	5
546	BassFlute.E3.L.wav	5
547	BassFlute.E3.R.wav	5
548	BassFlute.E4.L.wav	5
549	BassFlute.E4.R.wav	5
550	BassFlute.E5.L.wav	5
551	BassFlute.E5.R.wav	5
552	BassFlute.Eb3.L.wav	5
553	BassFlute.Eb3.R.wav	5
554	BassFlute.Eb4.L.wav	5
555	BassFlute.Eb4.R.wav	5
556	BassFlute.Eb5.L.wav	5
557	BassFlute.Eb5.R.wav	5
558	BassFlute.F3.L.wav	5
559	BassFlute.F3.R.wav	5
560	BassFlute.F4.L.wav	5
561	BassFlute.F4.R.wav	5
562	BassFlute.F5.L.wav	5
563	BassFlute.F5.R.wav	5
564	BassFlute.G3.L.wav	5
565	BassFlute.G3.R.wav	5
566	BassFlute.G4.L.wav	5
567	BassFlute.G4.R.wav	5
568	BassFlute.G5.L.wav	5
569	BassFlute.G5.R.wav	5
570	BassFlute.Gb3.L.wav	5
571	BassFlute.Gb3.R.wav	5
572	BassFlute.Gb4.L.wav	5
573	BassFlute.Gb4.R.wav	5
574	BassFlute.Gb5.L.wav	5
575	BassFlute.Gb5.R.wav	5
576	Bassoon.A2.L.wav	6
577	Bassoon.A2.R.wav	6
578	Bassoon.A3.L.wav	6
579	Bassoon.A3.R.wav	6
580	Bassoon.A4.L.wav	6
581	Bassoon.A4.R.wav	6
582	Bassoon.Ab2.L.wav	6
583	Bassoon.Ab2.R.wav	6
584	Bassoon.Ab3.L.wav	6
585	Bassoon.Ab3.R.wav	6
586	Bassoon.Ab4.L.wav	6
587	Bassoon.Ab4.R.wav	6
588	Bassoon.B1.L.wav	6
589	Bassoon.B1.R.wav	6
590	Bassoon.B2.L.wav	6
591	Bassoon.B2.R.wav	6
592	Bassoon.B4.L.wav	6
593	Bassoon.B4.R.wav	6
594	Bassoon.Bb1.L.wav	6
595	Bassoon.Bb1.R.wav	6
596	Bassoon.Bb2.L.wav	6
597	Bassoon.Bb2.R.wav	6
598	Bassoon.Bb3.L.wav	6
599	Bassoon.Bb3.R.wav	6
600	Bassoon.Bb4.L.wav	6
601	Bassoon.Bb4.R.wav	6
602	Bassoon.C2.L.wav	6
603	Bassoon.C2.R.wav	6
604	Bassoon.C3.L.wav	6
605	Bassoon.C3.R.wav	6
606	Bassoon.C4.L.wav	6
607	Bassoon.C4.R.wav	6
608	Bassoon.C5.L.wav	6
609	Bassoon.C5.R.wav	6
610	Bassoon.D2.L.wav	6
611	Bassoon.D2.R.wav	6
612	Bassoon.D3.L.wav	6
613	Bassoon.D3.R.wav	6
614	Bassoon.D4.L.wav	6
615	Bassoon.D4.R.wav	6
616	Bassoon.D5.L.wav	6
617	Bassoon.D5.R.wav	6
618	Bassoon.Db2.L.wav	6
619	Bassoon.Db2.R.wav	6
620	Bassoon.Db3.L.wav	6
621	Bassoon.Db3.R.wav	6
622	Bassoon.Db4.L.wav	6
623	Bassoon.Db4.R.wav	6
624	Bassoon.Db5.L.wav	6
625	Bassoon.Db5.R.wav	6
626	Bassoon.E2.L.wav	6
627	Bassoon.E2.R.wav	6
628	Bassoon.E3.L.wav	6
629	Bassoon.E3.R.wav	6
630	Bassoon.E4.L.wav	6
631	Bassoon.E4.R.wav	6
632	Bassoon.Eb2.L.wav	6
633	Bassoon.Eb2.R.wav	6
634	Bassoon.Eb3.L.wav	6
635	Bassoon.Eb3.R.wav	6
636	Bassoon.Eb4.L.wav	6
637	Bassoon.Eb4.R.wav	6
638	Bassoon.F2.L.wav	6
639	Bassoon.F2.R.wav	6
640	Bassoon.F3.L.wav	6
641	Bassoon.F3.R.wav	6
