,Epoch Num,Loss Score,Precision,Recall
0,0,1.313571810722351,0.758169949054718,0.453125
1,1,0.9347233772277832,0.8809523582458496,0.578125
0,0,1.2654277086257935,0.7162162065505981,0.4140625
1,1,0.9129151105880737,0.8703703880310059,0.55078125
0,0,1.504577875137329,0.6965517401695251,0.39453125
1,1,0.9765361547470093,0.8366013169288635,0.5
0,0,1.319380283355713,0.7586206793785095,0.4296875
1,1,0.9312005043029785,0.9221556782722473,0.6015625
0,0,1.3576947450637817,0.6941176652908325,0.4609375
1,1,0.9510555267333984,0.845678985118866,0.53515625
0,0,1.30916166305542,0.7062146663665771,0.48828125
1,1,0.8833811283111572,0.8105263113975525,0.6015625
0,0,1.247560977935791,0.7421383857727051,0.4609375
1,1,0.8679040670394897,0.918749988079071,0.57421875
0,0,1.4215774536132812,0.7300613522529602,0.46484375
1,1,0.9416102170944214,0.8805031180381775,0.546875
0,0,1.2260133028030396,0.7551020383834839,0.43359375
1,1,0.9664478898048401,0.8636363744735718,0.59375
0,0,1.246856451034546,0.7453415989875793,0.46875
1,1,0.8731507062911987,0.8527607321739197,0.54296875
0,0,1.1637405157089233,0.7222222089767456,0.5078125
1,1,0.7419513463973999,0.9100528955459595,0.671875
0,0,1.067204475402832,0.7412935495376587,0.58203125
1,1,0.7382130026817322,0.875,0.65625
0,0,1.25979483127594,0.6740331649780273,0.4765625
1,1,0.8683878183364868,0.9119496941566467,0.56640625
0,0,1.2175332307815552,0.7206704020500183,0.50390625
1,1,0.8385263681411743,0.8735632300376892,0.59375
0,0,1.0717382431030273,0.7944444417953491,0.55859375
1,1,0.7569182515144348,0.8564102649688721,0.65234375
0,0,1.2296230792999268,0.7554348111152649,0.54296875
1,1,0.7957668304443359,0.8941176533699036,0.59375
0,0,1.256675124168396,0.7471264600753784,0.5078125
1,1,0.9289600253105164,0.8741722106933594,0.515625
0,0,0.9292003512382507,0.8219895362854004,0.61328125
1,1,0.65885990858078,0.9132652878761292,0.69921875
0,0,0.962641716003418,0.7680412530899048,0.58203125
1,1,0.6302386522293091,0.8817734122276306,0.69921875
0,0,0.914402961730957,0.8465608358383179,0.625
1,1,0.6000027060508728,0.9117646813392639,0.7265625
0,0,1.109630823135376,0.7360405921936035,0.56640625
1,1,0.7116808891296387,0.8938547372817993,0.625
0,0,1.2353914976119995,0.7688171863555908,0.55859375
1,1,0.9034094214439392,0.8486486673355103,0.61328125
0,0,1.03529691696167,0.7807486653327942,0.5703125
1,1,0.7195486426353455,0.8969072103500366,0.6796875
0,0,1.1156971454620361,0.8191489577293396,0.6015625
1,1,0.6614986062049866,0.9104477763175964,0.71484375
0,0,0.9993466138839722,0.7903226017951965,0.57421875
1,1,0.6828977465629578,0.9289340376853943,0.71484375
0,0,1.1208422183990479,0.7526316046714783,0.55859375
1,1,0.7393549680709839,0.8888888955116272,0.71875
0,0,1.1202583312988281,0.7599999904632568,0.6263736486434937
1,1,0.7267685532569885,0.8399999737739563,0.692307710647583
0,0,0.928615927696228,0.7990430593490601,0.65234375
1,1,0.6365799307823181,0.893203854560852,0.71875
0,0,0.8208434581756592,0.8405796885490417,0.6796875
1,1,0.4797304570674896,0.9357798099517822,0.796875
0,0,1.0660998821258545,0.7129629850387573,0.6015625
1,1,0.7399690747261047,0.8418367505073547,0.64453125
0,0,0.9421647787094116,0.8109452724456787,0.63671875
1,1,0.5711883306503296,0.9033816456794739,0.73046875
0,0,0.8783079981803894,0.8316831588745117,0.65625
1,1,0.5729048848152161,0.9212962985038757,0.77734375
0,0,0.7441323399543762,0.822429895401001,0.6875
1,1,0.4223978817462921,0.9447004795074463,0.80078125
0,0,1.0399848222732544,0.7632850408554077,0.6171875
1,1,0.6494266390800476,0.9191918969154358,0.7109375
0,0,0.8028194904327393,0.8155339956283569,0.65625
1,1,0.520784318447113,0.9116278886795044,0.765625
0,0,0.731598436832428,0.8254716992378235,0.68359375
1,1,0.4780140221118927,0.9220183491706848,0.78515625
0,0,0.8368911147117615,0.7971014380455017,0.64453125
1,1,0.4996902644634247,0.8990825414657593,0.765625
0,0,0.858110249042511,0.772946834564209,0.625
1,1,0.5286589860916138,0.9078341126441956,0.76953125
0,0,0.9129387140274048,0.7887324094772339,0.65625
1,1,0.571258544921875,0.9056603908538818,0.75
0,0,0.787132203578949,0.8198198080062866,0.7109375
1,1,0.47705161571502686,0.9227272868156433,0.79296875
0,0,0.922762930393219,0.8133971095085144,0.6640625
1,1,0.5947080850601196,0.8878048658370972,0.7109375
0,0,0.7161504626274109,0.8379629850387573,0.70703125
1,1,0.4309302568435669,0.9272727370262146,0.796875
0,0,0.8036640286445618,0.853881299495697,0.73046875
1,1,0.433035284280777,0.9461883306503296,0.82421875
0,0,0.8129374384880066,0.8227272629737854,0.70703125
1,1,0.4872194528579712,0.9241706132888794,0.76171875
0,0,0.890103280544281,0.7752293348312378,0.66015625
1,1,0.5587499737739563,0.8867924809455872,0.734375
0,0,0.7352173924446106,0.8232558369636536,0.69140625
1,1,0.4569927453994751,0.913241982460022,0.78125
0,0,0.7131959199905396,0.8064516186714172,0.68359375
1,1,0.43336570262908936,0.9189189076423645,0.796875
0,0,0.9331449270248413,0.773755669593811,0.66796875
1,1,0.5395647883415222,0.8940092325210571,0.7578125
0,0,0.9444179534912109,0.804444432258606,0.70703125
1,1,0.5520102381706238,0.935960590839386,0.7421875
0,0,0.879145085811615,0.8279069662094116,0.6953125
1,1,0.5755016207695007,0.8942731022834778,0.79296875
0,0,0.7247099876403809,0.843137264251709,0.671875
1,1,0.4440040588378906,0.918552041053772,0.79296875
0,0,0.6339515447616577,0.8500000238418579,0.73046875
1,1,0.3772832453250885,0.9471365809440613,0.83984375
0,0,0.7672412395477295,0.8333333134651184,0.72265625
1,1,0.484838604927063,0.9174311757087708,0.78125
0,0,0.6237077116966248,0.8990384340286255,0.73046875
1,1,0.37463080883026123,0.9429824352264404,0.83984375
0,0,0.8067296147346497,0.7955555319786072,0.69921875
1,1,0.3914681375026703,0.9107142686843872,0.796875
0,0,0.7645046710968018,0.855140209197998,0.71484375
1,1,0.39524370431900024,0.9385964870452881,0.8359375
0,0,0.6753668785095215,0.8018018007278442,0.6953125
1,1,0.37518322467803955,0.9427312612533569,0.8359375
0,0,0.6914092898368835,0.8193832635879517,0.7265625
1,1,0.44468414783477783,0.9151785969734192,0.80078125
0,0,0.6110885739326477,0.8632478713989258,0.7890625
1,1,0.29104769229888916,0.9372385144233704,0.875
0,0,0.6983071565628052,0.8220338821411133,0.7578125
1,1,0.36845922470092773,0.9301310181617737,0.83203125
0,0,0.7600210309028625,0.8296943306922913,0.7421875
1,1,0.43389493227005005,0.9257642030715942,0.828125
0,0,0.6535485982894897,0.847161591053009,0.7578125
1,1,0.37762361764907837,0.9517543911933899,0.84765625
0,0,0.6266236305236816,0.8484848737716675,0.765625
1,1,0.3315778076648712,0.9327731132507324,0.8671875
0,0,0.5742960572242737,0.8831169009208679,0.796875
1,1,0.3094952702522278,0.9570815563201904,0.87109375
0,0,0.6766142845153809,0.8552631735801697,0.76171875
1,1,0.3857104182243347,0.9008620977401733,0.81640625
0,0,0.6749700903892517,0.8318583965301514,0.734375
1,1,0.40693533420562744,0.9369369149208069,0.8125
0,0,0.7998692989349365,0.8206278085708618,0.71484375
1,1,0.4643447995185852,0.9147982001304626,0.796875
0,0,0.6679227352142334,0.826839804649353,0.74609375
1,1,0.3292616605758667,0.9409282803535461,0.87109375
0,0,0.7162111401557922,0.8311688303947449,0.75
1,1,0.47028106451034546,0.9178082346916199,0.78515625
0,0,0.7772430181503296,0.8214285969734192,0.71875
1,1,0.4751664102077484,0.907489001750946,0.8046875
0,0,0.5886585712432861,0.8626609444618225,0.78515625
1,1,0.35943135619163513,0.943965494632721,0.85546875
0,0,0.6390026211738586,0.8687782883644104,0.75
1,1,0.3324422240257263,0.9437229633331299,0.8515625
0,0,0.5754361748695374,0.867521345615387,0.79296875
1,1,0.31722164154052734,0.9416666626930237,0.8828125
0,0,0.6359999179840088,0.8722466826438904,0.7734375
1,1,0.3686613440513611,0.9434782862663269,0.84765625
0,0,0.6081871390342712,0.8333333134651184,0.76171875
1,1,0.3012896180152893,0.9256198406219482,0.875
0,0,0.6571738123893738,0.8558952212333679,0.765625
1,1,0.3494281470775604,0.9473684430122375,0.84375
0,0,0.5900858044624329,0.8577777743339539,0.75390625
1,1,0.34737294912338257,0.949367105960846,0.87890625
0,0,0.6024096608161926,0.8638297915458679,0.79296875
1,1,0.29538631439208984,0.9568965435028076,0.8671875
0,0,0.6296755075454712,0.8384279608726501,0.75
1,1,0.3672134578227997,0.9475982785224915,0.84765625
0,0,0.5372511744499207,0.8626609444618225,0.78515625
1,1,0.2591082453727722,0.9666666388511658,0.90625
0,0,0.5111818909645081,0.8776371479034424,0.8125
1,1,0.2635495662689209,0.9506173133850098,0.90234375
0,0,0.5787627100944519,0.8884297609329224,0.83984375
1,1,0.32336023449897766,0.9423868060112,0.89453125
0,0,0.6565274596214294,0.8481012582778931,0.78515625
1,1,0.31396833062171936,0.9444444179534912,0.86328125
0,0,0.46892648935317993,0.8965517282485962,0.8125
1,1,0.22430117428302765,0.9752066135406494,0.921875
0,0,0.5380815863609314,0.8849557638168335,0.78125
1,1,0.21859002113342285,0.9711934328079224,0.921875
0,0,0.585491955280304,0.8470588326454163,0.791208803653717
1,1,0.35613343119621277,0.9318181872367859,0.901098906993866
