,Filepath,Label,Prediction
58,C:\Users\Landon\Documents\audioWAV\bells.brass.E8.R.wav,8,8
59,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.D4.L.wav,17,0
60,C:\Users\Landon\Documents\audioWAV\BbClarinet.F3.L.wav,7,7
61,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulE.A5.L.wav,23,23
62,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.Db5.R.wav,1,1
63,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb3.L.wav,14,14
64,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db5.R.wav,8,8
65,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulD.F4.R.wav,23,23
66,C:\Users\Landon\Documents\audioWAV\Trumpet.novib.Ab5.L.wav,19,19
67,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db2.L.wav,14,14
68,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Db4.R.wav,14,14
69,C:\Users\Landon\Documents\audioWAV\Crotale.F6.R.wav,16,16
70,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.A6.R.wav,22,22
71,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.B3.R.wav,21,21
72,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.E4.R.wav,9,9
73,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C7.L.wav,14,14
74,C:\Users\Landon\Documents\audioWAV\BbClarinet.F5.R.wav,7,7
75,C:\Users\Landon\Documents\audioWAV\Oboe.Gb6.L.wav,15,15
76,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulD.D2.L.wav,2,2
77,C:\Users\Landon\Documents\audioWAV\bells.plastic.E8.L.wav,8,16
78,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulG.C3.L.wav,2,2
79,C:\Users\Landon\Documents\audioWAV\Flute.vib.E5.L.wav,11,11
80,C:\Users\Landon\Documents\audioWAV\SopSax.vib.Bb4.L.wav,17,17
81,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulD.B5.L.wav,23,23
82,C:\Users\Landon\Documents\audioWAV\Oboe.D5.R.wav,15,15
83,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulG.E4.L.wav,22,22
84,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.D5.R.wav,22,22
85,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.A3.L.wav,14,14
86,C:\Users\Landon\Documents\audioWAV\Horn.Bb2.R.wav,13,13
87,C:\Users\Landon\Documents\audioWAV\Horn.F2.R.wav,13,13
88,C:\Users\Landon\Documents\audioWAV\BassTrombone.E1.R.wav,6,6
89,C:\Users\Landon\Documents\audioWAV\SopSax.vib.Eb6.R.wav,17,7
90,C:\Users\Landon\Documents\audioWAV\AltoSax.vib.E5.L.wav,1,1
91,C:\Users\Landon\Documents\audioWAV\BassFlute.A4.L.wav,4,4
92,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G6.L.wav,14,14
93,C:\Users\Landon\Documents\audioWAV\EbClarinet.Eb5.R.wav,10,10
94,C:\Users\Landon\Documents\audioWAV\Flute.vib.Ab4.R.wav,11,11
95,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.B4.R.wav,1,1
96,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulG.Bb2.L.wav,2,2
97,C:\Users\Landon\Documents\audioWAV\BassClarinet.F5.R.wav,3,3
98,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.B6.R.wav,14,24
99,C:\Users\Landon\Documents\audioWAV\TenorTrombone.D3.R.wav,18,18
100,C:\Users\Landon\Documents\audioWAV\Oboe.D6.R.wav,15,15
101,C:\Users\Landon\Documents\audioWAV\Bassoon.A3.R.wav,5,5
102,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulD.C5.R.wav,22,22
103,C:\Users\Landon\Documents\audioWAV\BassFlute.A5.L.wav,4,7
104,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulD.Db5.R.wav,22,22
105,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.Db6.R.wav,21,21
106,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Gb5.L.wav,9,9
107,C:\Users\Landon\Documents\audioWAV\Marimba.cord.D6.R.wav,14,14
108,C:\Users\Landon\Documents\audioWAV\hihat.bell.L.wav,12,24
109,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.D2.L.wav,2,2
110,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F2.L.wav,14,14
111,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.Eb4.R.wav,19,19
112,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.Gb5.L.wav,17,17
113,C:\Users\Landon\Documents\audioWAV\Vibraphone.sustain.D6.R.wav,21,21
114,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.E6.L.wav,14,14
115,C:\Users\Landon\Documents\audioWAV\EbClarinet.Db5.L.wav,10,10
116,C:\Users\Landon\Documents\audioWAV\BassClarinet.A4.L.wav,3,3
117,C:\Users\Landon\Documents\audioWAV\Trumpet.novib.G4.L.wav,19,19
118,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C6.R.wav,14,14
119,C:\Users\Landon\Documents\audioWAV\bells.plastic.A7.R.wav,8,8
120,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.A4.L.wav,9,9
121,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.A4.R.wav,9,9
122,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulG.A3.L.wav,2,2
123,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.F2.L.wav,14,14
124,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulG.C5.L.wav,22,22
125,C:\Users\Landon\Documents\audioWAV\bells.plastic.A7.L.wav,8,8
126,C:\Users\Landon\Documents\audioWAV\EbClarinet.C4.L.wav,10,10
127,C:\Users\Landon\Documents\audioWAV\AltoSax.vib.D3.L.wav,1,1
128,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.Db4.L.wav,21,24
129,C:\Users\Landon\Documents\audioWAV\SopSax.vib.C5.L.wav,17,17
130,C:\Users\Landon\Documents\audioWAV\Oboe.C5.L.wav,15,15
131,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulG.A4.R.wav,23,23
132,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulD.G4.R.wav,23,23
133,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulC.D4.L.wav,22,22
134,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.B4.R.wav,24,24
135,C:\Users\Landon\Documents\audioWAV\Flute.nonvib.Db4.L.wav,11,11
136,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.Ab3.R.wav,21,21
137,C:\Users\Landon\Documents\audioWAV\bells.brass.Bb6.R.wav,8,8
138,C:\Users\Landon\Documents\audioWAV\BassFlute.Eb4.R.wav,4,4
139,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.B1.L.wav,2,2
140,C:\Users\Landon\Documents\audioWAV\Bassoon.A4.L.wav,5,5
141,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Gb3.L.wav,14,14
142,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulD.D3.L.wav,2,2
143,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulG.B2.L.wav,2,2
144,C:\Users\Landon\Documents\audioWAV\Vibraphone.shortsustain.Bb5.L.wav,21,21
145,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.B7.L.wav,24,24
146,C:\Users\Landon\Documents\audioWAV\bells.plastic.Gb7.R.wav,8,8
147,C:\Users\Landon\Documents\audioWAV\Trumpet.novib.F5.R.wav,19,19
148,C:\Users\Landon\Documents\audioWAV\Vibraphone.sustain.C3.R.wav,21,21
149,C:\Users\Landon\Documents\audioWAV\Tuba.Db3.L.wav,20,20
150,C:\Users\Landon\Documents\audioWAV\BassClarinet.B3.R.wav,3,3
151,C:\Users\Landon\Documents\audioWAV\Flute.nonvib.B3.L.wav,11,0
152,C:\Users\Landon\Documents\audioWAV\AltoSax.vib.G3.L.wav,1,1
153,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C2.R.wav,14,14
154,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.A4.R.wav,21,24
155,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.A3.R.wav,17,17
156,C:\Users\Landon\Documents\audioWAV\Flute.vib.E4.L.wav,11,11
157,C:\Users\Landon\Documents\audioWAV\bells.brass.D8.L.wav,8,8
158,C:\Users\Landon\Documents\audioWAV\Bassoon.D5.R.wav,5,5
159,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.A5.R.wav,17,17
160,C:\Users\Landon\Documents\audioWAV\Flute.vib.B4.R.wav,11,11
161,C:\Users\Landon\Documents\audioWAV\Trumpet.novib.A5.R.wav,19,19
162,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulD.G4.L.wav,22,22
163,C:\Users\Landon\Documents\audioWAV\BassFlute.F4.L.wav,4,4
164,C:\Users\Landon\Documents\audioWAV\AltoSax.vib.Eb4.R.wav,1,1
165,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.Gb7.L.wav,24,24
166,C:\Users\Landon\Documents\audioWAV\Tuba.Db2.R.wav,20,20
167,C:\Users\Landon\Documents\audioWAV\Bassoon.Eb3.L.wav,5,5
168,C:\Users\Landon\Documents\audioWAV\BassFlute.Db5.L.wav,4,4
169,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.Gb5.L.wav,1,1
170,C:\Users\Landon\Documents\audioWAV\AltoFlute.vib.Gb6.L.wav,0,0
171,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.Eb4.R.wav,21,24
172,C:\Users\Landon\Documents\audioWAV\Vibraphone.shortsustain.Eb6.L.wav,21,21
173,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulD.C6.L.wav,22,23
174,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.B2.L.wav,2,2
175,C:\Users\Landon\Documents\audioWAV\BbClarinet.D5.L.wav,7,7
176,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Gb4.L.wav,14,14
177,C:\Users\Landon\Documents\audioWAV\SopSax.vib.B3.L.wav,17,17
178,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G5.R.wav,14,14
179,C:\Users\Landon\Documents\audioWAV\BbClarinet.Bb5.R.wav,7,7
180,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.Eb2.L.wav,2,2
181,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.Bb1.L.wav,2,2
182,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A4.L.wav,14,14
183,C:\Users\Landon\Documents\audioWAV\bells.brass.Gb5.L.wav,8,8
184,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulD.Ab2.L.wav,2,2
185,C:\Users\Landon\Documents\audioWAV\Bassoon.E2.L.wav,5,5
186,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db5.R.wav,14,14
187,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb4.R.wav,14,14
188,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.Db2.L.wav,2,2
189,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.C5.L.wav,24,24
190,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.E4.L.wav,21,21
191,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.C3.L.wav,9,9
192,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulD.Bb5.R.wav,22,22
193,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.Gb3.L.wav,21,21
194,C:\Users\Landon\Documents\audioWAV\Trumpet.novib.A3.L.wav,19,19
195,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.G5.L.wav,17,17
196,C:\Users\Landon\Documents\audioWAV\Marimba.cord.F2.R.wav,14,14
197,C:\Users\Landon\Documents\audioWAV\Trumpet.novib.A5.L.wav,19,19
198,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Bb4.L.wav,9,9
199,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Gb4.R.wav,9,9
200,C:\Users\Landon\Documents\audioWAV\BassClarinet.D4.L.wav,3,3
201,C:\Users\Landon\Documents\audioWAV\BassFlute.E3.R.wav,4,4
202,C:\Users\Landon\Documents\audioWAV\Marimba.cord.A3.L.wav,14,14
203,C:\Users\Landon\Documents\audioWAV\Horn.C4.L.wav,13,13
204,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.D6.R.wav,24,24
205,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulA.Eb6.R.wav,23,23
206,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulG.E4.R.wav,22,22
207,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.F4.R.wav,19,19
208,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.E4.R.wav,19,19
209,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.Eb4.R.wav,21,21
210,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.Eb3.R.wav,21,21
211,C:\Users\Landon\Documents\audioWAV\Tuba.C3.L.wav,20,20
212,C:\Users\Landon\Documents\audioWAV\Flute.vib.B6.L.wav,11,11
213,C:\Users\Landon\Documents\audioWAV\Vibraphone.shortsustain.Gb3.L.wav,21,21
214,C:\Users\Landon\Documents\audioWAV\Horn.G3.R.wav,13,13
215,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.G3.R.wav,2,2
216,C:\Users\Landon\Documents\audioWAV\Flute.vib.Db5.R.wav,11,4
217,C:\Users\Landon\Documents\audioWAV\hihat.shoulder.L.wav,12,12
218,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulA.Ab5.R.wav,23,9
219,C:\Users\Landon\Documents\audioWAV\Flute.vib.Ab6.R.wav,11,11
220,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulE.G5.R.wav,23,23
221,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.D5.R.wav,19,19
222,C:\Users\Landon\Documents\audioWAV\Tuba.E1.R.wav,20,20
223,C:\Users\Landon\Documents\audioWAV\Trumpet.novib.F5.L.wav,19,19
224,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.Gb4.R.wav,1,1
225,C:\Users\Landon\Documents\audioWAV\Vibraphone.sustain.Ab3.R.wav,21,21
226,C:\Users\Landon\Documents\audioWAV\Flute.vib.Gb5.R.wav,11,11
227,C:\Users\Landon\Documents\audioWAV\Horn.Eb2.R.wav,13,13
228,C:\Users\Landon\Documents\audioWAV\Bassoon.Bb4.R.wav,5,5
229,C:\Users\Landon\Documents\audioWAV\Crotale.Bb6.R.wav,16,16
230,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.C2.R.wav,2,2
231,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulG.D4.R.wav,23,2
232,C:\Users\Landon\Documents\audioWAV\Oboe.E6.R.wav,15,15
233,C:\Users\Landon\Documents\audioWAV\bells.plastic.Gb5.R.wav,8,8
234,C:\Users\Landon\Documents\audioWAV\BbClarinet.Bb3.R.wav,7,7
235,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.F5.L.wav,19,19
236,C:\Users\Landon\Documents\audioWAV\TenorTrombone.Ab4.R.wav,18,18
237,C:\Users\Landon\Documents\audioWAV\BassTrombone.Db2.R.wav,6,6
238,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db6.L.wav,8,8
239,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.F5.R.wav,14,14
240,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.A5.L.wav,17,17
241,C:\Users\Landon\Documents\audioWAV\Flute.nonvib.C5.R.wav,11,13
242,C:\Users\Landon\Documents\audioWAV\Flute.vib.E6.L.wav,11,11
243,C:\Users\Landon\Documents\audioWAV\Crotale.C8.R.wav,16,16
244,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B2.L.wav,14,14
245,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulD.Db5.R.wav,23,23
246,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.Bb5.L.wav,24,24
247,C:\Users\Landon\Documents\audioWAV\BassClarinet.Ab5.R.wav,3,3
248,C:\Users\Landon\Documents\audioWAV\Vibraphone.shortsustain.D3.L.wav,21,21
249,C:\Users\Landon\Documents\audioWAV\TenorTrombone.Bb3.R.wav,18,18
250,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.E3.L.wav,14,14
251,C:\Users\Landon\Documents\audioWAV\bells.brass.G7.L.wav,8,8
252,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.B4.R.wav,14,24
253,C:\Users\Landon\Documents\audioWAV\Flute.vib.C4.L.wav,11,5
254,C:\Users\Landon\Documents\audioWAV\Xylophone.rosewood.G6.R.wav,24,24
255,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.B5.L.wav,24,24
0,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Eb4.R.wav,9,9
1,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulA.E6.R.wav,23,23
2,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.B4.L.wav,1,1
3,C:\Users\Landon\Documents\audioWAV\bells.brass.F5.R.wav,8,8
4,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.F6.L.wav,14,14
5,C:\Users\Landon\Documents\audioWAV\Vibraphone.sustain.C3.L.wav,21,21
6,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.Ab5.L.wav,21,21
7,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.E4.R.wav,21,21
8,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.F5.R.wav,17,17
9,C:\Users\Landon\Documents\audioWAV\BassFlute.G4.L.wav,4,4
10,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.G7.L.wav,24,24
11,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.D3.L.wav,21,21
12,C:\Users\Landon\Documents\audioWAV\BbClarinet.Ab4.R.wav,7,7
13,C:\Users\Landon\Documents\audioWAV\Flute.nonvib.C6.R.wav,11,11
14,C:\Users\Landon\Documents\audioWAV\Flute.vib.D6.R.wav,11,0
15,C:\Users\Landon\Documents\audioWAV\BassClarinet.Ab2.R.wav,3,3
16,C:\Users\Landon\Documents\audioWAV\Flute.nonvib.D5.R.wav,11,11
17,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.Gb4.L.wav,21,14
18,C:\Users\Landon\Documents\audioWAV\BassTrombone.Bb1.R.wav,6,6
19,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.A3.R.wav,1,1
20,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.G5.R.wav,9,22
21,C:\Users\Landon\Documents\audioWAV\EbClarinet.Eb5.L.wav,10,10
22,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.D6.R.wav,22,22
23,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.D3.L.wav,2,2
24,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Bb3.R.wav,9,9
25,C:\Users\Landon\Documents\audioWAV\Oboe.F4.R.wav,15,15
26,C:\Users\Landon\Documents\audioWAV\SopSax.vib.G5.R.wav,17,17
27,C:\Users\Landon\Documents\audioWAV\Tuba.Db1.R.wav,20,20
28,C:\Users\Landon\Documents\audioWAV\AltoSax.vib.Ab4.R.wav,1,1
29,C:\Users\Landon\Documents\audioWAV\Horn.E5.L.wav,13,13
30,C:\Users\Landon\Documents\audioWAV\Flute.vib.A4.L.wav,11,11
31,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulD.Bb5.L.wav,23,23
32,C:\Users\Landon\Documents\audioWAV\Marimba.cord.A4.R.wav,14,14
33,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.Db4.R.wav,17,17
34,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db6.R.wav,8,8
35,C:\Users\Landon\Documents\audioWAV\SopSax.vib.E6.R.wav,17,17
36,C:\Users\Landon\Documents\audioWAV\Horn.C5.L.wav,13,13
37,C:\Users\Landon\Documents\audioWAV\bells.plastic.Ab6.R.wav,8,8
38,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.A5.L.wav,19,19
39,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.A5.L.wav,21,21
40,C:\Users\Landon\Documents\audioWAV\Vibraphone.shortsustain.Gb4.R.wav,21,21
41,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.E6.R.wav,21,21
42,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.G1.L.wav,2,2
43,C:\Users\Landon\Documents\audioWAV\BassClarinet.D5.R.wav,3,3
44,C:\Users\Landon\Documents\audioWAV\Crotale.F7.L.wav,16,8
45,C:\Users\Landon\Documents\audioWAV\Marimba.cord.A6.L.wav,14,14
46,C:\Users\Landon\Documents\audioWAV\bells.plastic.Bb6.L.wav,8,24
47,C:\Users\Landon\Documents\audioWAV\BassClarinet.G3.L.wav,3,3
48,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulA.Ab5.L.wav,23,22
49,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D6.L.wav,14,14
50,C:\Users\Landon\Documents\audioWAV\bells.plastic.A6.L.wav,8,8
51,C:\Users\Landon\Documents\audioWAV\Bassoon.D3.L.wav,5,5
52,C:\Users\Landon\Documents\audioWAV\EbClarinet.Db4.R.wav,10,10
53,C:\Users\Landon\Documents\audioWAV\Oboe.D4.L.wav,15,15
54,C:\Users\Landon\Documents\audioWAV\Vibraphone.sustain.A4.L.wav,21,21
55,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.E3.L.wav,2,2
56,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.C3.L.wav,9,9
57,C:\Users\Landon\Documents\audioWAV\BassFlute.Gb5.R.wav,4,0
58,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.Db2.L.wav,2,2
59,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.D3.L.wav,2,2
60,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.Gb4.R.wav,17,17
61,C:\Users\Landon\Documents\audioWAV\BassTrombone.D2.R.wav,6,6
62,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Db4.R.wav,9,9
63,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.D3.L.wav,14,14
64,C:\Users\Landon\Documents\audioWAV\BbClarinet.G6.R.wav,7,7
