,Filepath,Label,Prediction
23,C:\Users\Landon\Documents\audioWAV2\CLARINET.C5.15.forte.normal.wav,11,11
24,C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulD.A3.L.wav,3,3
25,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Cs2.05.fortissimo.arconormal.wav,3,3
26,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.As3.1.mezzopiano.arconormal.wav,3,10
27,C:\Users\Landon\Documents\audioWAV1\Vibraphone.shortsustain.Bb3.L.wav,29,29
28,C:\Users\Landon\Documents\audioWAV2\TRUMPET.F3.15.forte.normal.wav,27,27
29,C:\Users\Landon\Documents\audioWAV1\Trumpet.novib.G5.R.wav,27,27
30,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.G2.1.forte.arconormal.wav,3,3
31,C:\Users\Landon\Documents\audioWAV2\BASSOON.C3.phrase.forte.fluttertonguing.wav,6,6
32,C:\Users\Landon\Documents\audioWAV1\Flute.vib.B3.R.wav,16,16
33,C:\Users\Landon\Documents\audioWAV2\BASSOON.G2.1.fortissimo.normal.wav,6,6
34,C:\Users\Landon\Documents\audioWAV2\BANJO.Ds3.verylong.piano.normal.wav,2,2
35,C:\Users\Landon\Documents\audioWAV2\FLUTE.Ds6.025.mezzoforte.normal.wav,16,16
36,C:\Users\Landon\Documents\audioWAV1\Vibraphone.dampen.Eb3.R.wav,29,29
37,C:\Users\Landon\Documents\audioWAV2\CELLO.D5.1.mezzopiano.arcominortrill.wav,10,10
38,C:\Users\Landon\Documents\audioWAV2\TROMBONE.As3.long.fortissimo.normal.wav,26,26
39,C:\Users\Landon\Documents\audioWAV1\Vibraphone.shortsustain.A5.L.wav,29,29
40,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulE.A5.R.wav,31,31
41,C:\Users\Landon\Documents\audioWAV2\TROMBONE.As3.05.pianissimo.normal.wav,26,26
42,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Ds3.025.pianissimo.normal.wav,4,4
43,C:\Users\Landon\Documents\audioWAV1\Vibraphone.dampen.Gb4.R.wav,29,28
44,C:\Users\Landon\Documents\audioWAV2\CELLO.C3.15.fortissimo.arconormal.wav,10,10
45,C:\Users\Landon\Documents\audioWAV2\TUBA.G2.025.pianissimo.normal.wav,28,28
46,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.F3.1.forte.normal.wav,23,23
47,C:\Users\Landon\Documents\audioWAV2\TRUMPET.F5.05.pianissimo.normal.wav,27,27
48,C:\Users\Landon\Documents\audioWAV2\OBOE.E4.15.fortissimo.normal.wav,22,22
49,C:\Users\Landon\Documents\audioWAV1\SopSax.vib.Gb4.L.wav,24,24
50,C:\Users\Landon\Documents\audioWAV2\GUITAR.As4.verylong.forte.normal.wav,17,17
51,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.Ds2.1.forte.normal.wav,12,12
52,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Cs2.05.piano.arconormal.wav,3,3
53,C:\Users\Landon\Documents\audioWAV2\BASSOON.A2.05.mezzopiano.normal.wav,6,6
54,C:\Users\Landon\Documents\audioWAV2\CLARINET.D4.long.mezzoforte.majortrill.wav,11,11
55,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.Fs1.15.mezzoforte.normal.wav,12,12
56,C:\Users\Landon\Documents\audioWAV2\VIOLA.As3.15.pianissimo.arconormal.wav,30,30
57,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.As3.15.piano.normal.wav,12,12
58,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.Fs2.025.piano.normal.wav,12,12
59,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Cs4.05.mezzoforte.normal.wav,15,15
60,C:\Users\Landon\Documents\audioWAV2\TUBA.As3.1.piano.mute.wav,28,28
61,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.E6.025.pianissimo.normal.wav,23,23
62,C:\Users\Landon\Documents\audioWAV2\CELLO.B4.1.fortissimo.arconormal.wav,10,10
63,C:\Users\Landon\Documents\audioWAV2\TRUMPET.G5.05.pianissimo.normal.wav,27,27
64,C:\Users\Landon\Documents\audioWAV2\CELLO.C6.025.forte.arconormal.wav,10,10
65,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Fs3.1.piano.normal.wav,23,4
66,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.A2.1.mezzopiano.arconormal.wav,3,28
67,C:\Users\Landon\Documents\audioWAV1\Flute.nonvib.Db6.L.wav,16,11
68,C:\Users\Landon\Documents\audioWAV2\MANDOLIN.As5.verylong.piano.tremolo.wav,20,31
69,C:\Users\Landon\Documents\audioWAV2\TUBA.G2.025.fortissimo.normal.wav,28,28
70,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.D4.1.pianissimo.normal.wav,23,23
71,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.As1.025.piano.normal.wav,12,28
72,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulA.Db6.R.wav,31,31
73,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.D5.05.pianissimo.normal.wav,23,23
74,C:\Users\Landon\Documents\audioWAV2\VIOLA.F4.05.pianissimo.arconormal.wav,30,30
75,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.A3.1.fortissimo.normal.wav,23,23
76,C:\Users\Landon\Documents\audioWAV1\Trumpet.vib.C6.R.wav,27,27
77,C:\Users\Landon\Documents\audioWAV2\VIOLIN.Cs4.025.forte.arconormal.wav,31,31
78,C:\Users\Landon\Documents\audioWAV1\BbClarinet.E5.R.wav,8,8
79,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.G2.verylong.fortissimo.normal.wav,19,19
80,C:\Users\Landon\Documents\audioWAV2\OBOE.Gs5.025.fortissimo.normal.wav,22,22
81,C:\Users\Landon\Documents\audioWAV2\TROMBONE.G4.05.piano.normal.wav,26,4
82,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.G5.15.mezzopiano.normal.wav,15,15
83,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.G2.15.piano.normal.wav,19,19
84,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.G2.1.fortissimo.normal.wav,19,28
85,C:\Users\Landon\Documents\audioWAV1\Horn.F5.L.wav,19,11
86,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.G4.05.mezzopiano.arconormal.wav,3,30
87,C:\Users\Landon\Documents\audioWAV2\CELLO.C2.1.pianissimo.arconormal.wav,10,28
88,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.E3.1.forte.normal.wav,15,15
89,C:\Users\Landon\Documents\audioWAV2\TUBA.B3.15.mezzoforte.normal.wav,28,28
90,C:\Users\Landon\Documents\audioWAV2\BASSOON.F3.15.fortissimo.normal.wav,6,6
91,C:\Users\Landon\Documents\audioWAV2\TUBA.Fs1.05.mezzoforte.normal.wav,28,28
92,C:\Users\Landon\Documents\audioWAV2\TUBA.D2.025.pianissimo.normal.wav,28,28
93,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.G3.phrase.forte.minortrill.wav,4,4
94,C:\Users\Landon\Documents\audioWAV2\FLUTE.Cs7.025.piano.normal.wav,16,16
95,C:\Users\Landon\Documents\audioWAV2\FLUTE.F6.05.mezzoforte.normal.wav,16,16
96,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E3.025.mezzopiano.arconormal.wav,3,30
97,C:\Users\Landon\Documents\audioWAV1\Tuba.C4.L.wav,28,28
98,C:\Users\Landon\Documents\audioWAV2\TUBA.Cs3.1.mezzoforte.normal.wav,28,28
99,C:\Users\Landon\Documents\audioWAV2\VIOLA.G5.05.pianissimo.arconormal.wav,30,30
100,C:\Users\Landon\Documents\audioWAV1\BbClarinet.Ab3.R.wav,8,8
101,C:\Users\Landon\Documents\audioWAV2\VIOLIN.As4.025.pianissimo.arconormal.wav,31,10
102,C:\Users\Landon\Documents\audioWAV2\CELLO.C2.05.pianissimo.arconormal.wav,10,28
103,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.Cs2.phrase.forte.nonlegato.wav,19,19
104,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.D5.025.mezzoforte.normal.wav,15,15
105,C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.E6.L.wav,21,21
106,C:\Users\Landon\Documents\audioWAV1\Tuba.F1.L.wav,28,28
107,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.B2.025.fortissimo.normal.wav,12,12
108,C:\Users\Landon\Documents\audioWAV2\CLARINET.C6.15.forte.normal.wav,11,11
109,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.G3.long.piano.normal.wav,19,19
110,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.A3.05.mezzoforte.normal.wav,15,15
111,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.A4.025.mezzoforte.normal.wav,19,19
112,C:\Users\Landon\Documents\audioWAV2\BASSOON.As4.1.piano.normal.wav,6,6
113,C:\Users\Landon\Documents\audioWAV2\VIOLA.Gs3.15.fortissimo.arconormal.wav,30,30
114,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Fs3.phrase.mezzoforte.staccato.wav,15,15
115,C:\Users\Landon\Documents\audioWAV2\MANDOLIN.C5.verylong.piano.normal.wav,20,20
116,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.G4.025.fortissimo.normal.wav,15,15
117,C:\Users\Landon\Documents\audioWAV2\TUBA.Cs2.1.fortissimo.normal.wav,28,28
118,C:\Users\Landon\Documents\audioWAV2\TRUMPET.A4.15.fortissimo.normal.wav,27,30
119,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.F2.05.forte.normal.wav,4,4
120,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.B2.025.piano.normal.wav,19,19
121,C:\Users\Landon\Documents\audioWAV2\FLUTE.B4.15.forte.normal.wav,16,16
122,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.C5.long.forte.minortrill.wav,23,23
123,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.E5.05.piano.normal.wav,23,23
124,C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulA.Gb5.R.wav,10,10
125,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulD.E5.R.wav,31,30
126,C:\Users\Landon\Documents\audioWAV2\CLARINET.Ds4.05.piano.normal.wav,11,11
127,C:\Users\Landon\Documents\audioWAV2\TRUMPET.F4.025.pianissimo.normal.wav,27,27
128,C:\Users\Landon\Documents\audioWAV2\CELLO.A2.025.mezzopiano.arconormal.wav,10,10
129,C:\Users\Landon\Documents\audioWAV2\VIOLIN.B3.15.fortissimo.arconormal.wav,31,10
130,C:\Users\Landon\Documents\audioWAV2\TUBA.G1.1.pianissimo.mute.wav,28,28
131,C:\Users\Landon\Documents\audioWAV2\TRUMPET.F5.long.mezzopiano.normal.wav,27,4
132,C:\Users\Landon\Documents\audioWAV2\TROMBONE.A4.025.fortissimo.normal.wav,26,26
133,C:\Users\Landon\Documents\audioWAV2\TUBA.F1.1.piano.normal.wav,28,28
134,C:\Users\Landon\Documents\audioWAV2\TROMBONE.B2.025.mezzoforte.normal.wav,26,26
135,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.A3.phrase.mezzoforte.tenuto.wav,15,15
136,C:\Users\Landon\Documents\audioWAV2\CELLO.C2.phrase.mezzoforte.arcolegato.wav,10,10
137,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Fs2.verylong.piano.normal.wav,26,26
138,C:\Users\Landon\Documents\audioWAV2\BANJO.E3.verylong.forte.normal.wav,2,2
139,C:\Users\Landon\Documents\audioWAV2\TROMBONE.A2.05.mezzoforte.normal.wav,26,26
140,C:\Users\Landon\Documents\audioWAV2\OBOE.G5.1.forte.normal.wav,22,22
141,C:\Users\Landon\Documents\audioWAV2\FLUTE.Gs6.verylong.pianissimo.normal.wav,16,16
142,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.C4.025.fortissimo.normal.wav,19,31
143,C:\Users\Landon\Documents\audioWAV2\TROMBONE.D4.1.forte.normal.wav,26,26
144,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.B0.05.piano.normal.wav,12,28
145,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.A5.15.forte.normal.wav,15,15
146,C:\Users\Landon\Documents\audioWAV2\OBOE.G5.05.forte.normal.wav,22,22
147,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.B2.1.pianissimo.arconormal.wav,3,3
148,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.E3.15.pianissimo.normal.wav,15,15
149,C:\Users\Landon\Documents\audioWAV2\FLUTE.F4.1.piano.normal.wav,16,16
150,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Gs3.1.mezzoforte.normal.wav,26,26
151,C:\Users\Landon\Documents\audioWAV2\TRUMPET.Fs4.05.pianissimo.normal.wav,27,27
152,C:\Users\Landon\Documents\audioWAV2\TROMBONE.B3.05.pianissimo.normal.wav,26,26
153,C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.E4.L.wav,21,21
154,C:\Users\Landon\Documents\audioWAV2\BASSOON.Cs3.025.piano.normal.wav,6,6
155,C:\Users\Landon\Documents\audioWAV2\VIOLA.As4.1.piano.arconormal.wav,30,30
156,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Cs3.1.fortissimo.arconormal.wav,3,3
157,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.C5.1.mezzopiano.normal.wav,15,15
158,C:\Users\Landon\Documents\audioWAV2\OBOE.B4.025.piano.normal.wav,22,16
159,C:\Users\Landon\Documents\audioWAV2\VIOLA.A5.1.mezzoforte.artificialharmonic.wav,30,30
160,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.B4.025.forte.normal.wav,23,23
161,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.G5.1.pianissimo.normal.wav,23,23
162,C:\Users\Landon\Documents\audioWAV2\CLARINET.F3.1.piano.normal.wav,11,11
163,C:\Users\Landon\Documents\audioWAV2\CELLO.C6.1.mezzopiano.arconormal.wav,10,10
164,C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.D4.L.wav,29,29
165,C:\Users\Landon\Documents\audioWAV2\TUBA.Fs1.1.piano.mute.wav,28,28
166,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Ds4.05.piano.normal.wav,4,28
167,C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulG.B4.L.wav,30,30
168,C:\Users\Landon\Documents\audioWAV1\Oboe.Eb4.R.wav,22,22
169,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.As3.long.forte.mute.wav,19,19
170,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.G4.15.forte.normal.wav,15,15
171,C:\Users\Landon\Documents\audioWAV2\CLARINET.Cs4.025.piano.normal.wav,11,23
172,C:\Users\Landon\Documents\audioWAV2\TRUMPET.F4.15.pianissimo.normal.wav,27,27
173,C:\Users\Landon\Documents\audioWAV1\Crotale.C7.R.wav,13,13
174,C:\Users\Landon\Documents\audioWAV2\BASSOON.Cs3.verylong.crescdecresc.normal.wav,6,6
175,C:\Users\Landon\Documents\audioWAV2\TRUMPET.A4.long.pianissimo.normal.wav,27,27
176,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulA.F5.L.wav,31,31
177,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.D2.15.piano.normal.wav,19,12
178,C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulG.Ab4.R.wav,30,30
179,C:\Users\Landon\Documents\audioWAV2\VIOLIN.C4.1.mezzopiano.arconormal.wav,31,31
180,C:\Users\Landon\Documents\audioWAV2\CLARINET.B3.long.mezzoforte.majortrill.wav,11,11
181,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.A3.05.mezzopiano.arconormal.wav,3,30
182,C:\Users\Landon\Documents\audioWAV1\BassClarinet.Ab5.L.wav,4,14
183,C:\Users\Landon\Documents\audioWAV2\BASSOON.B3.05.piano.normal.wav,6,6
184,C:\Users\Landon\Documents\audioWAV2\CELLO.D2.1.pianissimo.arconormal.wav,10,10
185,C:\Users\Landon\Documents\audioWAV2\CELLO.As5.05.forte.arconormal.wav,10,10
186,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.F2.025.mezzoforte.normal.wav,4,4
187,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.G4.15.fortissimo.normal.wav,15,15
188,C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.Bb4.L.wav,29,29
189,C:\Users\Landon\Documents\audioWAV2\VIOLA.As4.1.pianissimo.arconormal.wav,30,30
190,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.B3.1.forte.normal.wav,15,15
191,C:\Users\Landon\Documents\audioWAV1\Horn.G2.L.wav,19,19
192,C:\Users\Landon\Documents\audioWAV2\BASSOON.C2.1.forte.normal.wav,6,6
193,C:\Users\Landon\Documents\audioWAV2\VIOLA.Ds3.025.mezzopiano.arconormal.wav,30,30
194,C:\Users\Landon\Documents\audioWAV2\BANJO.G3.verylong.forte.normal.wav,2,20
195,C:\Users\Landon\Documents\audioWAV2\OBOE.D4.05.piano.normal.wav,22,10
196,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Fs4.025.piano.normal.wav,23,23
197,C:\Users\Landon\Documents\audioWAV2\VIOLA.E4.1.pianissimo.arconormal.wav,30,30
198,C:\Users\Landon\Documents\audioWAV2\VIOLIN.B3.1.forte.arconormal.wav,31,27
199,C:\Users\Landon\Documents\audioWAV1\Trumpet.vib.A4.R.wav,27,27
200,C:\Users\Landon\Documents\audioWAV2\VIOLIN.B6.05.pianissimo.arconormal.wav,31,30
201,C:\Users\Landon\Documents\audioWAV1\Xylophone.hardrubber.Eb5.L.wav,32,21
202,C:\Users\Landon\Documents\audioWAV1\bells.plastic.Gb5.L.wav,9,9
203,C:\Users\Landon\Documents\audioWAV2\OBOE.A5.15.mezzoforte.normal.wav,22,22
204,C:\Users\Landon\Documents\audioWAV2\MANDOLIN.G3.verylong.piano.tremolo.wav,20,20
205,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulG.Bb3.R.wav,31,31
206,C:\Users\Landon\Documents\audioWAV2\BASSOON.Ds3.05.piano.normal.wav,6,6
207,C:\Users\Landon\Documents\audioWAV2\TUBA.Ds2.05.mezzoforte.normal.wav,28,28
208,C:\Users\Landon\Documents\audioWAV2\TUBA.E3.long.forte.glissando.wav,28,28
209,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.F6.1.pianissimo.normal.wav,23,23
210,C:\Users\Landon\Documents\audioWAV2\TROMBONE.D5.025.mezzoforte.normal.wav,26,4
211,C:\Users\Landon\Documents\audioWAV2\VIOLA.G6.025.piano.arconormal.wav,30,16
212,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.G2.05.fortissimo.arconormal.wav,3,3
213,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.B3.1.pianissimo.normal.wav,23,23
214,C:\Users\Landon\Documents\audioWAV2\CLARINET.Fs5.025.fortissimo.normal.wav,11,11
215,C:\Users\Landon\Documents\audioWAV2\OBOE.As5.1.fortissimo.normal.wav,22,31
216,C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulA.B5.L.wav,30,11
217,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.G5.05.pianissimo.normal.wav,4,23
218,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Ds5.1.mezzoforte.normal.wav,26,11
219,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.D4.05.mezzoforte.normal.wav,4,4
220,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Ds4.025.fortissimo.normal.wav,15,15
221,C:\Users\Landon\Documents\audioWAV2\TUBA.F3.1.pianissimo.mute.wav,28,28
222,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.G3.025.pianissimo.normal.wav,15,15
223,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.B2.1.pianissimo.normal.wav,4,4
224,C:\Users\Landon\Documents\audioWAV2\BASSOON.F3.05.fortissimo.normal.wav,6,6
225,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.G5.05.forte.normal.wav,15,15
226,C:\Users\Landon\Documents\audioWAV2\FLUTE.Fs6.025.forte.normal.wav,16,16
227,C:\Users\Landon\Documents\audioWAV2\CELLO.C5.1.mezzoforte.arcoharmonic.wav,10,10
228,C:\Users\Landon\Documents\audioWAV2\TROMBONE.C4.15.fortissimo.normal.wav,26,26
229,C:\Users\Landon\Documents\audioWAV2\CELLO.C3.025.mezzopiano.arconormal.wav,10,10
230,C:\Users\Landon\Documents\audioWAV2\CLARINET.E4.phrase.mezzoforte.staccatissimo.wav,11,10
231,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.G4.15.piano.normal.wav,4,4
232,C:\Users\Landon\Documents\audioWAV2\CLARINET.G5.05.piano.normal.wav,11,11
233,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.As4.1.fortissimo.normal.wav,4,4
234,C:\Users\Landon\Documents\audioWAV2\VIOLIN.A3.phrase.forte.arcospiccato.wav,31,31
235,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.Fs2.15.piano.normal.wav,19,19
236,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.As5.1.forte.normal.wav,15,15
237,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.C3.15.mezzoforte.normal.wav,12,12
238,C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulA.A6.L.wav,30,16
239,C:\Users\Landon\Documents\audioWAV2\BASSOON.As4.025.mezzopiano.normal.wav,6,6
240,C:\Users\Landon\Documents\audioWAV1\Marimba.rubber.C4.R.wav,21,21
241,C:\Users\Landon\Documents\audioWAV2\TRUMPET.Gs4.phrase.mezzoforte.normal.wav,27,23
242,C:\Users\Landon\Documents\audioWAV2\BASSOON.C5.05.fortissimo.normal.wav,6,11
243,C:\Users\Landon\Documents\audioWAV2\TRUMPET.C4.05.pianissimo.normal.wav,27,27
244,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.A3.05.mezzopiano.normal.wav,15,15
245,C:\Users\Landon\Documents\audioWAV2\FLUTE.Gs4.1.piano.normal.wav,16,16
246,C:\Users\Landon\Documents\audioWAV2\FLUTE.As5.1.mezzopiano.normal.wav,16,10
247,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.G3.1.pianissimo.normal.wav,15,15
248,C:\Users\Landon\Documents\audioWAV1\SopSax.vib.D6.R.wav,24,24
249,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.B2.15.piano.normal.wav,19,19
250,C:\Users\Landon\Documents\audioWAV1\Marimba.rubber.Gb3.L.wav,21,21
251,C:\Users\Landon\Documents\audioWAV1\AltoFlute.vib.G3.L.wav,0,15
252,C:\Users\Landon\Documents\audioWAV2\CELLO.Fs2.1.mezzopiano.arcomajortrill.wav,10,10
253,C:\Users\Landon\Documents\audioWAV2\TUBA.D3.long.forte.glissando.wav,28,28
254,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Cs5.15.forte.normal.wav,26,26
255,C:\Users\Landon\Documents\audioWAV2\BANJO.E5.verylong.piano.normal.wav,2,2
0,C:\Users\Landon\Documents\audioWAV2\VIOLIN.C5.025.forte.arconormal.wav,31,31
1,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.E4.15.pianissimo.normal.wav,4,4
2,C:\Users\Landon\Documents\audioWAV1\Vibraphone.shortsustain.Db4.R.wav,29,29
3,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Fs2.025.fortissimo.arconormal.wav,3,3
4,C:\Users\Landon\Documents\audioWAV2\CLARINET.E6.05.pianissimo.normal.wav,11,11
5,C:\Users\Landon\Documents\audioWAV2\VIOLIN.A4.phrase.mezzoforte.arcospiccato.wav,31,31
6,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.G2.phrase.mezzoforte.tonguedslur.wav,4,4
7,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.A3.phrase.mezzoforte.legato.wav,23,10
8,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.G3.15.piano.normal.wav,4,4
9,C:\Users\Landon\Documents\audioWAV2\TUBA.C3.1.forte.normal.wav,28,28
10,C:\Users\Landon\Documents\audioWAV1\SopSax.nonvib.A5.R.wav,24,24
11,C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.B4.L.wav,32,32
12,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.A3.05.pianissimo.normal.wav,23,23
13,C:\Users\Landon\Documents\audioWAV2\VIOLA.Gs3.1.forte.arconormal.wav,30,30
14,C:\Users\Landon\Documents\audioWAV2\CLARINET.As3.1.forte.normal.wav,11,11
15,C:\Users\Landon\Documents\audioWAV2\TUBA.Ds2.05.forte.normal.wav,28,28
16,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.F4.05.fortissimo.normal.wav,4,4
17,C:\Users\Landon\Documents\audioWAV2\CELLO.C4.025.pianissimo.arconormal.wav,10,23
18,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Ds3.05.forte.normal.wav,23,23
19,C:\Users\Landon\Documents\audioWAV1\SopSax.vib.A4.R.wav,24,24
