,Filepath,Label,Prediction
28,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.A5.025.fortissimo.normal.wav,15,15
29,C:\Users\Landon\Documents\audioWAV2\TRUMPET.F3.15.forte.normal.wav,27,27
30,C:\Users\Landon\Documents\audioWAV1\Vibraphone.bow.Db3.R.wav,29,29
31,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.D4.05.fortissimo.arconormal.wav,3,3
32,C:\Users\Landon\Documents\audioWAV2\TUBA.Gs2.15.pianissimo.normal.wav,28,3
33,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.Ds5.025.fortissimo.normal.wav,19,19
34,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.C4.long.forte.tremolo.wav,23,12
35,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Fs3.025.piano.normal.wav,15,15
36,C:\Users\Landon\Documents\audioWAV2\CELLO.G4.1.mezzopiano.arconormal.wav,10,22
37,C:\Users\Landon\Documents\audioWAV2\FLUTE.F4.15.mezzoforte.normal.wav,16,16
38,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E4.025.pianissimo.arconormal.wav,3,3
39,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.E5.1.pianissimo.normal.wav,4,4
40,C:\Users\Landon\Documents\audioWAV1\Flute.vib.D6.R.wav,16,16
41,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.Gs3.025.mezzoforte.normal.wav,19,19
42,C:\Users\Landon\Documents\audioWAV2\OBOE.D5.025.forte.normal.wav,22,22
43,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.As3.025.pianissimo.normal.wav,4,3
44,C:\Users\Landon\Documents\audioWAV1\bells.plastic.Bb5.R.wav,9,9
45,C:\Users\Landon\Documents\audioWAV2\TUBA.Fs1.1.mezzoforte.normal.wav,28,28
46,C:\Users\Landon\Documents\audioWAV2\TUBA.G3.1.mezzoforte.normal.wav,28,28
47,C:\Users\Landon\Documents\audioWAV2\TROMBONE.F3.05.piano.normal.wav,26,4
48,C:\Users\Landon\Documents\audioWAV2\TUBA.As2.15.fortissimo.normal.wav,28,28
49,C:\Users\Landon\Documents\audioWAV1\EbClarinet.G4.L.wav,14,14
50,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.A3.phrase.mezzoforte.normal.wav,15,15
51,C:\Users\Landon\Documents\audioWAV2\VIOLA.Fs4.025.piano.arconormal.wav,30,30
52,C:\Users\Landon\Documents\audioWAV2\BASSOON.D3.15.forte.normal.wav,6,6
53,C:\Users\Landon\Documents\audioWAV2\CLARINET.A6.025.piano.normal.wav,11,11
54,C:\Users\Landon\Documents\audioWAV2\VIOLIN.B4.025.piano.arconormal.wav,31,31
55,C:\Users\Landon\Documents\audioWAV1\SopSax.vib.Eb5.L.wav,24,24
56,C:\Users\Landon\Documents\audioWAV1\bells.brass.B5.L.wav,9,9
57,C:\Users\Landon\Documents\audioWAV2\TUBA.Ds4.025.mezzopiano.normal.wav,28,28
58,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.A4.05.forte.normal.wav,15,15
59,C:\Users\Landon\Documents\audioWAV2\VIOLA.Fs5.025.forte.arconormal.wav,30,10
60,C:\Users\Landon\Documents\audioWAV1\Flute.vib.C6.L.wav,16,5
61,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulG.Ab4.L.wav,31,31
62,C:\Users\Landon\Documents\audioWAV1\bells.brass.E8.R.wav,9,9
63,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.G5.05.mezzoforte.normal.wav,15,15
64,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.B4.025.fortissimo.normal.wav,15,15
65,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.A4.15.forte.normal.wav,15,11
66,C:\Users\Landon\Documents\audioWAV2\TROMBONE.B2.verylong.crescdecresc.normal.wav,26,26
67,C:\Users\Landon\Documents\audioWAV2\BASSOON.G3.05.fortissimo.normal.wav,6,6
68,C:\Users\Landon\Documents\audioWAV1\Marimba.cord.Eb6.L.wav,21,21
69,C:\Users\Landon\Documents\audioWAV2\FLUTE.Gs4.15.piano.normal.wav,16,16
70,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulD.Eb5.L.wav,31,31
71,C:\Users\Landon\Documents\audioWAV2\VIOLA.E5.1.fortissimo.pizzglissando.wav,30,30
72,C:\Users\Landon\Documents\audioWAV1\AltoFlute.vib.A4.R.wav,0,0
73,C:\Users\Landon\Documents\audioWAV1\Xylophone.hardrubber.Bb6.L.wav,32,21
74,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.B2.15.pianissimo.normal.wav,4,12
75,C:\Users\Landon\Documents\audioWAV2\CELLO.F5.025.forte.arconormal.wav,10,10
76,C:\Users\Landon\Documents\audioWAV2\TRUMPET.A4.phrase.forte.glissando.wav,27,31
77,C:\Users\Landon\Documents\audioWAV2\TUBA.F3.1.mezzopiano.normal.wav,28,28
78,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.D3.phrase.mezzoforte.nonlegato.wav,4,4
79,C:\Users\Landon\Documents\audioWAV2\BASSOON.G4.05.piano.normal.wav,6,6
80,C:\Users\Landon\Documents\audioWAV1\BassClarinet.Ab5.R.wav,4,4
81,C:\Users\Landon\Documents\audioWAV2\VIOLA.C3.phrase.mezzoforte.arcocollegnobattuto.wav,30,30
82,C:\Users\Landon\Documents\audioWAV2\VIOLA.G6.025.fortissimo.arconormal.wav,30,30
83,C:\Users\Landon\Documents\audioWAV2\CELLO.E5.15.fortissimo.arconormal.wav,10,31
84,C:\Users\Landon\Documents\audioWAV2\TUBA.As3.05.mezzopiano.normal.wav,28,28
85,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Cs6.05.pianissimo.normal.wav,23,4
86,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.C1.1.mezzoforte.normal.wav,12,12
87,C:\Users\Landon\Documents\audioWAV2\OBOE.Gs4.15.forte.normal.wav,22,22
88,C:\Users\Landon\Documents\audioWAV2\BASSOON.A4.025.piano.normal.wav,6,15
89,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E2.025.forte.arconormal.wav,3,3
90,C:\Users\Landon\Documents\audioWAV2\BASSOON.Fs4.025.piano.normal.wav,6,6
91,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.E5.025.forte.normal.wav,15,15
92,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Ds3.05.forte.arconormal.wav,3,3
93,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Ds4.15.mezzopiano.arconormal.wav,3,10
94,C:\Users\Landon\Documents\audioWAV2\TRUMPET.E4.phrase.mezzoforte.tonguedslur.wav,27,26
95,C:\Users\Landon\Documents\audioWAV1\SopSax.vib.D6.L.wav,24,24
96,C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulC.Gb3.R.wav,10,10
97,C:\Users\Landon\Documents\audioWAV2\FLUTE.C5.verylong.crescdecresc.normal.wav,16,16
98,C:\Users\Landon\Documents\audioWAV2\CLARINET.B4.phrase.mezzoforte.nonlegato.wav,11,11
99,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.G4.1.pianissimo.normal.wav,4,4
100,C:\Users\Landon\Documents\audioWAV2\FLUTE.D7.05.mezzoforte.normal.wav,16,16
101,C:\Users\Landon\Documents\audioWAV1\SopSax.vib.A5.R.wav,24,24
102,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.Ds2.15.piano.normal.wav,19,19
103,C:\Users\Landon\Documents\audioWAV2\VIOLA.Fs6.15.piano.arconormal.wav,30,30
104,C:\Users\Landon\Documents\audioWAV2\BASSOON.E2.025.forte.normal.wav,6,6
105,C:\Users\Landon\Documents\audioWAV1\TenorTrombone.Ab4.L.wav,25,25
106,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.B2.025.forte.normal.wav,12,12
107,C:\Users\Landon\Documents\audioWAV2\TUBA.Ds2.15.pianissimo.normal.wav,28,28
108,C:\Users\Landon\Documents\audioWAV1\Marimba.cord.Bb3.L.wav,21,21
109,C:\Users\Landon\Documents\audioWAV2\BASSOON.A2.05.fortissimo.normal.wav,6,6
110,C:\Users\Landon\Documents\audioWAV2\OBOE.G4.025.forte.normal.wav,22,22
111,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.A2.05.piano.normal.wav,19,19
112,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Ds3.025.piano.normal.wav,26,26
113,C:\Users\Landon\Documents\audioWAV2\VIOLIN.A5.1.mezzoforte.naturalharmonic.wav,31,31
114,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.E5.1.fortissimo.normal.wav,23,23
115,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.Fs4.025.mezzoforte.normal.wav,15,15
116,C:\Users\Landon\Documents\audioWAV1\Vibraphone.bow.D3.L.wav,29,29
117,C:\Users\Landon\Documents\audioWAV2\CELLO.F3.1.mezzopiano.arcomajortrill.wav,10,10
118,C:\Users\Landon\Documents\audioWAV2\TUBA.Gs3.15.mezzoforte.normal.wav,28,28
119,C:\Users\Landon\Documents\audioWAV2\OBOE.B5.025.forte.normal.wav,22,22
120,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.A2.025.piano.normal.wav,19,19
121,C:\Users\Landon\Documents\audioWAV2\VIOLA.E4.05.mezzopiano.arconormal.wav,30,30
122,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.Fs4.15.fortissimo.normal.wav,15,15
123,C:\Users\Landon\Documents\audioWAV2\CELLO.Gs5.1.pianissimo.arconormal.wav,10,16
124,C:\Users\Landon\Documents\audioWAV2\FLUTE.Gs5.15.mezzopiano.normal.wav,16,16
125,C:\Users\Landon\Documents\audioWAV2\TUBA.C2.025.mezzoforte.normal.wav,28,28
126,C:\Users\Landon\Documents\audioWAV2\CELLO.B3.1.mezzopiano.arconormal.wav,10,10
127,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.As2.1.mezzopiano.arconormal.wav,3,3
128,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.F4.1.fortissimo.normal.wav,23,23
129,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Fs2.025.mezzoforte.normal.wav,4,4
130,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.Ds4.1.fortissimo.normal.wav,19,19
131,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Ds3.05.mezzopiano.arconormal.wav,3,3
132,C:\Users\Landon\Documents\audioWAV2\CELLO.Fs3.15.pianissimo.arconormal.wav,10,10
133,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.F1.15.mezzopiano.arconormal.wav,3,3
134,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.B3.05.mezzoforte.normal.wav,23,3
135,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Gs4.05.pianissimo.normal.wav,23,4
136,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.Ds2.1.piano.normal.wav,19,19
137,C:\Users\Landon\Documents\audioWAV1\Horn.Eb3.L.wav,19,19
138,C:\Users\Landon\Documents\audioWAV2\OBOE.E6.1.mezzoforte.normal.wav,22,22
139,C:\Users\Landon\Documents\audioWAV2\VIOLA.C6.05.pianissimo.arconormal.wav,30,16
140,C:\Users\Landon\Documents\audioWAV2\CELLO.As5.15.forte.arconormal.wav,10,22
141,C:\Users\Landon\Documents\audioWAV2\CLARINET.Fs4.025.pianissimo.normal.wav,11,4
142,C:\Users\Landon\Documents\audioWAV2\VIOLA.D5.05.piano.arconormal.wav,30,30
143,C:\Users\Landon\Documents\audioWAV1\Oboe.D4.R.wav,22,22
144,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.E3.long.forte.minortrill.wav,12,12
145,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Ds4.phrase.mezzoforte.staccato.wav,23,23
146,C:\Users\Landon\Documents\audioWAV2\TROMBONE.F3.1.piano.normal.wav,26,4
147,C:\Users\Landon\Documents\audioWAV2\TROMBONE.F4.1.mezzoforte.normal.wav,26,26
148,C:\Users\Landon\Documents\audioWAV2\TUBA.Gs1.05.forte.normal.wav,28,28
149,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.E4.025.fortissimo.normal.wav,23,23
150,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Ds3.15.forte.arconormal.wav,3,3
151,C:\Users\Landon\Documents\audioWAV2\TROMBONE.F2.025.pianissimo.normal.wav,26,26
152,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Fs3.1.pianissimo.normal.wav,4,4
153,C:\Users\Landon\Documents\audioWAV2\TUBA.B2.1.mezzoforte.normal.wav,28,28
154,C:\Users\Landon\Documents\audioWAV2\VIOLA.E4.05.piano.arconormal.wav,30,30
155,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulA.F6.L.wav,31,31
156,C:\Users\Landon\Documents\audioWAV2\VIOLIN.As3.1.pianissimo.arconormal.wav,31,31
157,C:\Users\Landon\Documents\audioWAV2\CLARINET.Gs6.15.fortissimo.normal.wav,11,11
158,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E4.025.forte.arconormal.wav,3,3
159,C:\Users\Landon\Documents\audioWAV2\FLUTE.F6.1.piano.normal.wav,16,16
160,C:\Users\Landon\Documents\audioWAV2\OBOE.B5.1.forte.normal.wav,22,22
161,C:\Users\Landon\Documents\audioWAV2\TUBA.Ds3.05.pianissimo.normal.wav,28,28
162,C:\Users\Landon\Documents\audioWAV2\TRUMPET.G3.1.forte.normal.wav,27,27
163,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.As4.15.mezzopiano.normal.wav,15,15
164,C:\Users\Landon\Documents\audioWAV1\AltoFlute.vib.B5.L.wav,0,0
165,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.F3.05.fortissimo.normal.wav,19,19
166,C:\Users\Landon\Documents\audioWAV2\FLUTE.As6.1.forte.normal.wav,16,22
167,C:\Users\Landon\Documents\audioWAV2\TUBA.As1.05.mezzoforte.normal.wav,28,28
168,C:\Users\Landon\Documents\audioWAV2\VIOLIN.B3.phrase.mezzopiano.arcodetache.wav,31,31
169,C:\Users\Landon\Documents\audioWAV1\BassClarinet.D4.R.wav,4,4
170,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.G4.15.fortissimo.arconormal.wav,3,31
171,C:\Users\Landon\Documents\audioWAV2\TROMBONE.D4.1.fortissimo.normal.wav,26,26
172,C:\Users\Landon\Documents\audioWAV2\TUBA.Gs1.15.forte.normal.wav,28,28
173,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Ds4.05.piano.normal.wav,26,4
174,C:\Users\Landon\Documents\audioWAV2\OBOE.E5.1.piano.normal.wav,22,22
175,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.As3.05.mezzopiano.normal.wav,15,15
176,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Cs6.1.forte.normal.wav,23,23
177,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.G3.phrase.crescdecresc.normal.wav,15,15
178,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.Gs3.025.fortissimo.normal.wav,12,12
179,C:\Users\Landon\Documents\audioWAV2\CLARINET.Fs4.1.piano.normal.wav,11,11
180,C:\Users\Landon\Documents\audioWAV2\CLARINET.C5.phrase.mezzoforte.normal.wav,11,6
181,C:\Users\Landon\Documents\audioWAV2\CELLO.B2.1.forte.arconormal.wav,10,10
182,C:\Users\Landon\Documents\audioWAV2\TRUMPET.C6.1.forte.normal.wav,27,14
183,C:\Users\Landon\Documents\audioWAV2\FLUTE.A6.1.fortissimo.minortrill.wav,16,16
184,C:\Users\Landon\Documents\audioWAV1\BassFlute.F5.L.wav,5,5
185,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Cs4.phrase.crescdecresc.normal.wav,15,15
186,C:\Users\Landon\Documents\audioWAV2\OBOE.Ds4.1.piano.normal.wav,22,22
187,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.F4.verylong.piano.glissando.wav,19,6
188,C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulA.Bb4.R.wav,30,30
189,C:\Users\Landon\Documents\audioWAV2\VIOLIN.C7.15.forte.arconormal.wav,31,31
190,C:\Users\Landon\Documents\audioWAV2\VIOLIN.A6.025.forte.arconormal.wav,31,31
191,C:\Users\Landon\Documents\audioWAV2\OBOE.A4.1.forte.normal.wav,22,22
192,C:\Users\Landon\Documents\audioWAV2\TUBA.Cs2.1.forte.normal.wav,28,28
193,C:\Users\Landon\Documents\audioWAV1\SopSax.nonvib.A5.L.wav,24,24
194,C:\Users\Landon\Documents\audioWAV2\TRUMPET.Cs6.05.forte.normal.wav,27,22
195,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.Gs3.1.piano.normal.wav,15,15
196,C:\Users\Landon\Documents\audioWAV2\FLUTE.As4.05.mezzoforte.normal.wav,16,16
197,C:\Users\Landon\Documents\audioWAV1\TenorTrombone.Gb4.L.wav,25,25
198,C:\Users\Landon\Documents\audioWAV1\bells.plastic.Db7.L.wav,9,9
199,C:\Users\Landon\Documents\audioWAV2\TRUMPET.C5.1.forte.normal.wav,27,27
200,C:\Users\Landon\Documents\audioWAV2\CLARINET.F5.15.fortissimo.normal.wav,11,11
201,C:\Users\Landon\Documents\audioWAV1\Xylophone.rosewood.Gb4.R.wav,32,32
202,C:\Users\Landon\Documents\audioWAV2\VIOLA.G4.1.piano.pizznormal.wav,30,30
203,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Fs2.phrase.mezzoforte.arcotremolo.wav,3,3
204,C:\Users\Landon\Documents\audioWAV2\TUBA.D2.15.pianissimo.normal.wav,28,28
205,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.D3.15.pianissimo.arconormal.wav,3,3
206,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.G4.1.piano.normal.wav,23,19
207,C:\Users\Landon\Documents\audioWAV1\SopSax.vib.E5.R.wav,24,24
208,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulG.C4.L.wav,31,31
209,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.F4.phrase.forte.legato.wav,19,19
210,C:\Users\Landon\Documents\audioWAV1\EbClarinet.F6.R.wav,14,11
211,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Gs2.15.piano.normal.wav,26,19
212,C:\Users\Landon\Documents\audioWAV2\OBOE.F5.025.forte.normal.wav,22,22
213,C:\Users\Landon\Documents\audioWAV2\GUITAR.Fs4.verylong.forte.normal.wav,17,17
214,C:\Users\Landon\Documents\audioWAV1\Marimba.cord.F5.R.wav,21,21
215,C:\Users\Landon\Documents\audioWAV2\VIOLA.G3.15.pianissimo.arconormal.wav,30,30
216,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.A2.05.pianissimo.normal.wav,4,4
217,C:\Users\Landon\Documents\audioWAV2\FLUTE.C5.025.mezzoforte.normal.wav,16,16
218,C:\Users\Landon\Documents\audioWAV2\OBOE.Cs6.15.fortissimo.normal.wav,22,10
219,C:\Users\Landon\Documents\audioWAV1\SopSax.nonvib.Ab5.L.wav,24,24
220,C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.Db6.R.wav,21,21
221,C:\Users\Landon\Documents\audioWAV1\bells.brass.C6.R.wav,9,9
222,C:\Users\Landon\Documents\audioWAV2\VIOLIN.C5.phrase.mezzoforte.arcolegato.wav,31,31
223,C:\Users\Landon\Documents\audioWAV2\FLUTE.A4.long.mezzoforte.majortrill.wav,16,16
224,C:\Users\Landon\Documents\audioWAV2\CLARINET.A4.phrase.mezzoforte.staccato.wav,11,11
225,C:\Users\Landon\Documents\audioWAV2\VIOLA.As5.long.mezzoforte.artificialharmonic.wav,30,30
226,C:\Users\Landon\Documents\audioWAV2\CLARINET.Ds6.1.fortissimo.normal.wav,11,22
227,C:\Users\Landon\Documents\audioWAV1\EbClarinet.A5.L.wav,14,14
228,C:\Users\Landon\Documents\audioWAV1\Bassoon.Db5.R.wav,6,6
229,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Fs4.1.pianissimo.normal.wav,26,26
230,C:\Users\Landon\Documents\audioWAV2\CELLO.B4.05.forte.arconormal.wav,10,16
231,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.Ds2.05.forte.normal.wav,12,12
232,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.As3.025.forte.normal.wav,15,15
233,C:\Users\Landon\Documents\audioWAV2\TRUMPET.G3.05.fortissimo.normal.wav,27,27
234,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.G3.15.forte.normal.wav,15,15
235,C:\Users\Landon\Documents\audioWAV2\VIOLA.F4.15.pianissimo.arconormal.wav,30,30
236,C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.D4.L.wav,21,21
237,C:\Users\Landon\Documents\audioWAV1\SopSax.nonvib.F4.R.wav,24,24
238,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E2.15.forte.arconormal.wav,3,3
239,C:\Users\Landon\Documents\audioWAV2\VIOLA.E3.15.mezzopiano.arconormal.wav,30,30
240,C:\Users\Landon\Documents\audioWAV1\Tuba.C1.L.wav,28,28
241,C:\Users\Landon\Documents\audioWAV2\CELLO.A3.05.forte.arconormal.wav,10,10
242,C:\Users\Landon\Documents\audioWAV2\FLUTE.Gs5.1.forte.normal.wav,16,16
243,C:\Users\Landon\Documents\audioWAV2\BASSOON.Ds2.phrase.mezzoforte.nonlegato.wav,6,6
244,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.Fs4.025.forte.normal.wav,15,15
245,C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulA.Db6.R.wav,30,14
246,C:\Users\Landon\Documents\audioWAV2\BASSOON.Ds4.05.forte.normal.wav,6,15
247,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Cs4.05.pianissimo.normal.wav,23,12
248,C:\Users\Landon\Documents\audioWAV1\Crotale.D7.R.wav,13,9
249,C:\Users\Landon\Documents\audioWAV2\VIOLA.Gs5.05.fortissimo.arconormal.wav,30,30
250,C:\Users\Landon\Documents\audioWAV1\BassTrombone.Eb1.L.wav,7,7
251,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.As4.05.forte.normal.wav,15,15
252,C:\Users\Landon\Documents\audioWAV2\BASSOON.E5.15.piano.normal.wav,6,4
253,C:\Users\Landon\Documents\audioWAV2\CLARINET.E6.1.fortissimo.normal.wav,11,22
254,C:\Users\Landon\Documents\audioWAV2\CELLO.E3.025.pianissimo.arconormal.wav,10,3
255,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.F3.1.mezzopiano.normal.wav,15,15
0,C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.B5.R.wav,21,21
1,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E1.phrase.mezzoforte.arcodetache.wav,3,3
2,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.F3.1.pianissimo.normal.wav,4,4
3,C:\Users\Landon\Documents\audioWAV2\CELLO.Fs2.15.forte.arconormal.wav,10,10
4,C:\Users\Landon\Documents\audioWAV2\TROMBONE.E2.phrase.mezzoforte.staccato.wav,26,26
5,C:\Users\Landon\Documents\audioWAV1\TenorTrombone.Gb2.R.wav,25,7
6,C:\Users\Landon\Documents\audioWAV2\OBOE.As4.05.mezzoforte.normal.wav,22,22
7,C:\Users\Landon\Documents\audioWAV1\Crotale.Gb6.L.wav,13,9
8,C:\Users\Landon\Documents\audioWAV2\CELLO.Gs2.1.fortissimo.arconormal.wav,10,10
9,C:\Users\Landon\Documents\audioWAV2\VIOLIN.B5.025.forte.snappizz.wav,31,31
10,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulE.Eb7.L.wav,31,31
11,C:\Users\Landon\Documents\audioWAV2\TROMBONE.As5.15.fortissimo.normal.wav,26,26
12,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Ds4.phrase.forte.minortrill.wav,4,16
13,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.G4.15.piano.normal.wav,23,23
14,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.F5.15.pianissimo.normal.wav,15,15
15,C:\Users\Landon\Documents\audioWAV2\CLARINET.G4.05.forte.normal.wav,11,11
16,C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulG.Bb3.L.wav,3,3
17,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Fs4.05.pianissimo.normal.wav,4,4
18,C:\Users\Landon\Documents\audioWAV1\Tuba.Bb1.L.wav,28,28
19,C:\Users\Landon\Documents\audioWAV2\TUBA.F1.05.forte.normal.wav,28,28
20,C:\Users\Landon\Documents\audioWAV2\BASSOON.C3.05.fortissimo.normal.wav,6,6
21,C:\Users\Landon\Documents\audioWAV2\TUBA.F4.15.forte.normal.wav,28,28
