,Filepath,Label,Prediction
64,C:/Users/Landon/Documents/wav_audio/Trumpet.vib.Eb4.R.wav,19,19
65,C:/Users/Landon/Documents/wav_audio/bells.brass.G6.R.wav,8,8
66,C:/Users/Landon/Documents/wav_audio/EbClarinet.A3.R.wav,11,11
67,C:/Users/Landon/Documents/wav_audio/TenorTrombone.E3.R.wav,18,18
68,C:/Users/Landon/Documents/wav_audio/Flute.vib.B6.R.wav,12,12
69,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulA.C4.R.wav,9,9
70,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulA.D4.R.wav,9,9
71,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulC.C2.R.wav,9,9
72,C:/Users/Landon/Documents/wav_audio/Xylophone.hardrubber.C7.L.wav,24,24
73,C:/Users/Landon/Documents/wav_audio/Bassoon.G3.R.wav,5,5
74,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.Db4.R.wav,0,0
75,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulE.D6.L.wav,23,17
76,C:/Users/Landon/Documents/wav_audio/Flute.vib.Eb5.R.wav,12,12
77,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulA.A5.L.wav,23,23
78,C:/Users/Landon/Documents/wav_audio/Vibraphone.shortsustain.Db4.L.wav,21,21
79,C:/Users/Landon/Documents/wav_audio/bells.brass.Db8.L.wav,8,8
80,C:/Users/Landon/Documents/wav_audio/TenorTrombone.E2.R.wav,18,6
81,C:/Users/Landon/Documents/wav_audio/Vibraphone.sustain.Db5.L.wav,21,21
82,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulG.A3.L.wav,9,9
83,C:/Users/Landon/Documents/wav_audio/bells.plastic.A6.L.wav,8,8
84,C:/Users/Landon/Documents/wav_audio/BbClarinet.F4.L.wav,7,7
85,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulC.Bb4.L.wav,22,22
86,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.Eb3.R.wav,1,1
87,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulG.E3.R.wav,2,2
88,C:/Users/Landon/Documents/wav_audio/Tuba.Db1.L.wav,20,6
89,C:/Users/Landon/Documents/wav_audio/Marimba.cord.B2.L.wav,14,14
90,C:/Users/Landon/Documents/wav_audio/TenorTrombone.Ab2.L.wav,18,6
91,C:/Users/Landon/Documents/wav_audio/Crotale.Ab6.R.wav,16,16
92,C:/Users/Landon/Documents/wav_audio/Horn.C2.L.wav,13,13
93,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.Gb5.R.wav,1,1
94,C:/Users/Landon/Documents/wav_audio/AltoSax.vib.D4.R.wav,1,1
95,C:/Users/Landon/Documents/wav_audio/Vibraphone.sustain.C4.L.wav,21,21
96,C:/Users/Landon/Documents/wav_audio/Vibraphone.sustain.Db3.L.wav,21,21
97,C:/Users/Landon/Documents/wav_audio/BassFlute.D4.R.wav,4,4
98,C:/Users/Landon/Documents/wav_audio/SopSax.vib.Bb5.R.wav,17,17
99,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.G4.R.wav,1,1
100,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulE.C2.R.wav,2,2
101,C:/Users/Landon/Documents/wav_audio/Crotale.Bb6.L.wav,16,16
102,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulA.Gb3.R.wav,2,2
103,C:/Users/Landon/Documents/wav_audio/Marimba.yarn.E6.R.wav,14,21
104,C:/Users/Landon/Documents/wav_audio/Xylophone.hardrubber.Gb7.L.wav,24,24
105,C:/Users/Landon/Documents/wav_audio/Tuba.B2.R.wav,20,20
106,C:/Users/Landon/Documents/wav_audio/Trumpet.vib.E3.R.wav,19,19
107,C:/Users/Landon/Documents/wav_audio/hihat.footclose.R.wav,10,10
108,C:/Users/Landon/Documents/wav_audio/bells.plastic.Eb7.L.wav,8,8
109,C:/Users/Landon/Documents/wav_audio/EbClarinet.Bb3.L.wav,11,11
110,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.Eb3.L.wav,1,1
111,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.E5.L.wav,0,0
112,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulD.Eb4.R.wav,23,2
113,C:/Users/Landon/Documents/wav_audio/Trumpet.novib.Eb4.L.wav,19,19
114,C:/Users/Landon/Documents/wav_audio/Xylophone.hardrubber.G5.R.wav,24,14
115,C:/Users/Landon/Documents/wav_audio/Tuba.C3.R.wav,20,20
116,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulD.Bb5.R.wav,22,22
117,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulA.F6.R.wav,22,22
118,C:/Users/Landon/Documents/wav_audio/Vibraphone.sustain.A5.L.wav,21,21
119,C:/Users/Landon/Documents/wav_audio/SopSax.vib.F4.L.wav,17,17
120,C:/Users/Landon/Documents/wav_audio/BassClarinet.Ab2.R.wav,3,3
121,C:/Users/Landon/Documents/wav_audio/BassFlute.Db5.L.wav,4,4
122,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.Db4.R.wav,1,1
123,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulA.G5.R.wav,22,22
124,C:/Users/Landon/Documents/wav_audio/Marimba.cord.D4.L.wav,14,14
125,C:/Users/Landon/Documents/wav_audio/BassClarinet.A5.L.wav,3,3
126,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulE.C7.L.wav,23,23
127,C:/Users/Landon/Documents/wav_audio/Bassoon.Eb4.R.wav,5,5
128,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulA.Eb5.L.wav,22,22
129,C:/Users/Landon/Documents/wav_audio/EbClarinet.Db4.L.wav,11,11
130,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulE.Gb2.R.wav,2,2
131,C:/Users/Landon/Documents/wav_audio/BassFlute.D5.R.wav,4,4
132,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulA.F5.R.wav,23,23
133,C:/Users/Landon/Documents/wav_audio/Horn.F5.R.wav,13,13
134,C:/Users/Landon/Documents/wav_audio/TenorTrombone.Gb2.R.wav,18,6
135,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulC.B2.L.wav,9,1
136,C:/Users/Landon/Documents/wav_audio/Marimba.yarn.Ab2.R.wav,14,14
137,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulD.F4.R.wav,23,23
138,C:/Users/Landon/Documents/wav_audio/Marimba.rubber.Db2.R.wav,14,14
139,C:/Users/Landon/Documents/wav_audio/Flute.vib.C6.R.wav,12,7
140,C:/Users/Landon/Documents/wav_audio/BassTrombone.A2.R.wav,6,6
141,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulE.E3.R.wav,2,2
142,C:/Users/Landon/Documents/wav_audio/Xylophone.rosewood.A4.L.wav,24,24
143,C:/Users/Landon/Documents/wav_audio/Vibraphone.dampen.E6.R.wav,21,21
144,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.D3.R.wav,1,1
145,C:/Users/Landon/Documents/wav_audio/BassTrombone.F1.R.wav,6,6
146,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.Ab4.L.wav,0,0
147,C:/Users/Landon/Documents/wav_audio/BbClarinet.B3.R.wav,7,7
148,C:/Users/Landon/Documents/wav_audio/Marimba.cord.C5.R.wav,14,14
149,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulA.E5.L.wav,23,22
150,C:/Users/Landon/Documents/wav_audio/Xylophone.rosewood.C5.R.wav,24,24
151,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulE.D3.L.wav,2,2
152,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulE.B5.R.wav,23,23
153,C:/Users/Landon/Documents/wav_audio/Vibraphone.sustain.Eb6.L.wav,21,21
154,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulD.D3.R.wav,9,9
155,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.Gb4.R.wav,12,12
156,C:/Users/Landon/Documents/wav_audio/Oboe.E5.R.wav,15,15
157,C:/Users/Landon/Documents/wav_audio/Vibraphone.bow.G5.L.wav,21,21
158,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulG.F5.L.wav,22,22
159,C:/Users/Landon/Documents/wav_audio/bells.plastic.A5.L.wav,8,8
160,C:/Users/Landon/Documents/wav_audio/Vibraphone.dampen.D4.R.wav,21,21
161,C:/Users/Landon/Documents/wav_audio/Vibraphone.dampen.Db3.L.wav,21,21
162,C:/Users/Landon/Documents/wav_audio/Vibraphone.shortsustain.A4.R.wav,21,21
163,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulA.Gb3.L.wav,2,2
164,C:/Users/Landon/Documents/wav_audio/Trumpet.novib.Ab5.R.wav,19,19
165,C:/Users/Landon/Documents/wav_audio/Trumpet.vib.F5.L.wav,19,19
166,C:/Users/Landon/Documents/wav_audio/SopSax.nonvib.B5.L.wav,17,17
167,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.Db4.L.wav,12,12
168,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulD.Bb4.L.wav,23,23
169,C:/Users/Landon/Documents/wav_audio/Tuba.C4.L.wav,20,5
170,C:/Users/Landon/Documents/wav_audio/BbClarinet.Ab3.L.wav,7,7
171,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulC.Db3.R.wav,9,9
172,C:/Users/Landon/Documents/wav_audio/Marimba.cord.E5.R.wav,14,14
173,C:/Users/Landon/Documents/wav_audio/Tuba.D3.L.wav,20,20
174,C:/Users/Landon/Documents/wav_audio/BassClarinet.C3.L.wav,3,3
175,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.B3.L.wav,12,23
176,C:/Users/Landon/Documents/wav_audio/Marimba.cord.Bb5.L.wav,14,14
177,C:/Users/Landon/Documents/wav_audio/Horn.Ab4.R.wav,13,13
178,C:/Users/Landon/Documents/wav_audio/BbClarinet.Db6.L.wav,7,7
179,C:/Users/Landon/Documents/wav_audio/TenorTrombone.Bb2.R.wav,18,18
180,C:/Users/Landon/Documents/wav_audio/Flute.vib.Bb5.R.wav,12,0
181,C:/Users/Landon/Documents/wav_audio/Vibraphone.dampen.Ab5.L.wav,21,14
182,C:/Users/Landon/Documents/wav_audio/Xylophone.rosewood.Ab6.R.wav,24,24
183,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulG.B2.R.wav,9,9
184,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulD.A5.R.wav,22,22
185,C:/Users/Landon/Documents/wav_audio/Horn.D5.L.wav,13,13
186,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.Eb4.R.wav,1,1
187,C:/Users/Landon/Documents/wav_audio/BbClarinet.Db5.L.wav,7,7
188,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulG.G3.L.wav,23,23
189,C:/Users/Landon/Documents/wav_audio/Bassoon.A4.L.wav,5,12
190,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.D4.L.wav,12,12
191,C:/Users/Landon/Documents/wav_audio/Bassoon.G4.R.wav,5,5
192,C:/Users/Landon/Documents/wav_audio/BassClarinet.Db3.R.wav,3,3
193,C:/Users/Landon/Documents/wav_audio/AltoSax.vib.E4.R.wav,1,1
194,C:/Users/Landon/Documents/wav_audio/Marimba.rubber.A5.L.wav,14,14
195,C:/Users/Landon/Documents/wav_audio/Marimba.yarn.Db4.R.wav,14,14
196,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulC.G3.L.wav,22,22
197,C:/Users/Landon/Documents/wav_audio/Tuba.Ab2.L.wav,20,20
198,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.Eb6.L.wav,12,12
199,C:/Users/Landon/Documents/wav_audio/Marimba.yarn.A3.R.wav,14,14
200,C:/Users/Landon/Documents/wav_audio/Vibraphone.dampen.E3.L.wav,21,21
201,C:/Users/Landon/Documents/wav_audio/Marimba.cord.B5.R.wav,14,14
202,C:/Users/Landon/Documents/wav_audio/Tuba.D3.R.wav,20,20
203,C:/Users/Landon/Documents/wav_audio/Marimba.rubber.G5.L.wav,14,14
204,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulD.Db5.R.wav,23,23
205,C:/Users/Landon/Documents/wav_audio/Tuba.Gb2.R.wav,20,20
206,C:/Users/Landon/Documents/wav_audio/Vibraphone.sustain.F6.L.wav,21,21
207,C:/Users/Landon/Documents/wav_audio/SopSax.vib.A5.L.wav,17,17
208,C:/Users/Landon/Documents/wav_audio/TenorTrombone.C3.R.wav,18,18
209,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.Ab4.R.wav,0,0
210,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.Gb6.R.wav,0,0
211,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulA.Db5.L.wav,22,22
212,C:/Users/Landon/Documents/wav_audio/Tuba.G3.R.wav,20,20
213,C:/Users/Landon/Documents/wav_audio/EbClarinet.C4.L.wav,11,11
214,C:/Users/Landon/Documents/wav_audio/Horn.Gb4.L.wav,13,1
215,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulD.C4.L.wav,9,9
216,C:/Users/Landon/Documents/wav_audio/Xylophone.rosewood.D6.R.wav,24,24
217,C:/Users/Landon/Documents/wav_audio/TenorTrombone.E2.L.wav,18,6
218,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.Ab5.L.wav,0,0
219,C:/Users/Landon/Documents/wav_audio/SopSax.vib.D4.L.wav,17,17
220,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulA.E3.L.wav,2,2
221,C:/Users/Landon/Documents/wav_audio/Bassoon.B1.R.wav,5,5
222,C:/Users/Landon/Documents/wav_audio/TenorTrombone.Gb2.L.wav,18,6
223,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulA.G5.L.wav,9,9
224,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulE.C6.L.wav,23,23
225,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulG.Eb5.L.wav,22,22
226,C:/Users/Landon/Documents/wav_audio/Vibraphone.sustain.Db3.R.wav,21,21
227,C:/Users/Landon/Documents/wav_audio/Vibraphone.shortsustain.Bb3.R.wav,21,21
228,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulC.Gb4.L.wav,22,22
229,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulE.Gb6.R.wav,23,23
230,C:/Users/Landon/Documents/wav_audio/BassClarinet.A3.R.wav,3,3
231,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.Db5.L.wav,0,4
232,C:/Users/Landon/Documents/wav_audio/Marimba.rubber.Db3.R.wav,14,14
233,C:/Users/Landon/Documents/wav_audio/Tuba.Eb1.L.wav,20,20
234,C:/Users/Landon/Documents/wav_audio/BassClarinet.D4.L.wav,3,3
235,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulG.A3.R.wav,23,23
236,C:/Users/Landon/Documents/wav_audio/BassTrombone.E2.L.wav,6,6
237,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.B5.R.wav,0,0
238,C:/Users/Landon/Documents/wav_audio/Horn.A3.L.wav,13,13
239,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulG.B3.L.wav,22,22
240,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulA.B2.R.wav,2,2
241,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulD.Db3.R.wav,2,2
242,C:/Users/Landon/Documents/wav_audio/BassTrombone.Eb1.L.wav,6,6
243,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.Eb4.L.wav,1,1
244,C:/Users/Landon/Documents/wav_audio/Bassoon.F2.R.wav,5,5
245,C:/Users/Landon/Documents/wav_audio/Xylophone.rosewood.E5.L.wav,24,24
246,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulG.Eb4.L.wav,22,22
247,C:/Users/Landon/Documents/wav_audio/Vibraphone.bow.Gb3.L.wav,21,21
248,C:/Users/Landon/Documents/wav_audio/Marimba.cord.A3.L.wav,14,14
249,C:/Users/Landon/Documents/wav_audio/hihat.shoulder.L.wav,10,10
250,C:/Users/Landon/Documents/wav_audio/Xylophone.rosewood.Eb5.L.wav,24,24
251,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulC.Db4.R.wav,22,22
252,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulE.Bb6.L.wav,23,17
253,C:/Users/Landon/Documents/wav_audio/Marimba.cord.Db6.L.wav,14,21
254,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.Bb5.L.wav,12,12
255,C:/Users/Landon/Documents/wav_audio/Trumpet.novib.B5.L.wav,19,19
0,C:/Users/Landon/Documents/wav_audio/BbClarinet.B5.R.wav,7,7
1,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulC.E3.L.wav,22,22
2,C:/Users/Landon/Documents/wav_audio/Tuba.Eb3.R.wav,20,20
3,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulD.Bb3.R.wav,9,9
4,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulC.F3.R.wav,22,22
5,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulC.A2.L.wav,9,4
6,C:/Users/Landon/Documents/wav_audio/Marimba.yarn.Gb6.R.wav,14,14
7,C:/Users/Landon/Documents/wav_audio/bells.plastic.C6.R.wav,8,8
8,C:/Users/Landon/Documents/wav_audio/BassTrombone.Bb2.R.wav,6,6
9,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulG.Gb3.R.wav,2,2
10,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulC.E2.R.wav,9,9
11,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.C7.R.wav,12,12
12,C:/Users/Landon/Documents/wav_audio/Vibraphone.bow.D3.L.wav,21,21
13,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulG.E3.L.wav,2,2
14,C:/Users/Landon/Documents/wav_audio/BassClarinet.Bb5.L.wav,3,3
15,C:/Users/Landon/Documents/wav_audio/Trumpet.vib.Db5.R.wav,19,19
16,C:/Users/Landon/Documents/wav_audio/Xylophone.hardrubber.C6.R.wav,24,14
17,C:/Users/Landon/Documents/wav_audio/BbClarinet.Gb4.L.wav,7,7
18,C:/Users/Landon/Documents/wav_audio/Vibraphone.bow.F3.R.wav,21,21
19,C:/Users/Landon/Documents/wav_audio/AltoSax.vib.Db3.L.wav,1,1
20,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulD.A4.R.wav,22,22
21,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulG.F3.R.wav,9,9
22,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulC.C3.R.wav,22,22
23,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulD.Ab4.R.wav,22,22
24,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.C5.R.wav,12,13
25,C:/Users/Landon/Documents/wav_audio/Marimba.rubber.Ab4.R.wav,14,14
26,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulA.F6.L.wav,23,23
27,C:/Users/Landon/Documents/wav_audio/Tuba.Bb3.L.wav,20,20
28,C:/Users/Landon/Documents/wav_audio/bells.brass.Db5.R.wav,8,8
29,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulE.D2.R.wav,2,2
30,C:/Users/Landon/Documents/wav_audio/Trumpet.vib.E5.R.wav,19,19
31,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulG.G4.R.wav,2,2
32,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.D6.L.wav,12,7
33,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulA.A3.R.wav,9,9
34,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulE.C6.R.wav,23,23
35,C:/Users/Landon/Documents/wav_audio/Trumpet.novib.Gb5.L.wav,19,19
36,C:/Users/Landon/Documents/wav_audio/AltoSax.vib.F4.L.wav,1,1
37,C:/Users/Landon/Documents/wav_audio/Marimba.yarn.F4.L.wav,14,14
38,C:/Users/Landon/Documents/wav_audio/bells.plastic.Eb6.R.wav,8,8
39,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.B3.R.wav,12,23
40,C:/Users/Landon/Documents/wav_audio/Vibraphone.bow.Bb4.L.wav,21,21
41,C:/Users/Landon/Documents/wav_audio/bells.plastic.Db6.L.wav,8,8
42,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulA.C3.L.wav,2,2
43,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulA.Eb5.R.wav,23,22
44,C:/Users/Landon/Documents/wav_audio/BassClarinet.Eb3.R.wav,3,3
45,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.A5.R.wav,0,0
46,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.Bb4.R.wav,1,1
47,C:/Users/Landon/Documents/wav_audio/AltoSax.vib.C5.L.wav,1,1
48,C:/Users/Landon/Documents/wav_audio/Vibraphone.sustain.C3.R.wav,21,21
49,C:/Users/Landon/Documents/wav_audio/Marimba.rubber.Db4.L.wav,14,14
50,C:/Users/Landon/Documents/wav_audio/TenorTrombone.Db3.R.wav,18,18
51,C:/Users/Landon/Documents/wav_audio/bells.brass.Eb5.R.wav,8,8
52,C:/Users/Landon/Documents/wav_audio/BassClarinet.Db4.R.wav,3,3
53,C:/Users/Landon/Documents/wav_audio/Vibraphone.sustain.D3.R.wav,21,21
54,C:/Users/Landon/Documents/wav_audio/BbClarinet.G6.L.wav,7,7
55,C:/Users/Landon/Documents/wav_audio/Trumpet.vib.Eb5.R.wav,19,19
56,C:/Users/Landon/Documents/wav_audio/Vibraphone.dampen.Bb5.L.wav,21,14
57,C:/Users/Landon/Documents/wav_audio/bells.plastic.Ab5.L.wav,8,8
58,C:/Users/Landon/Documents/wav_audio/Bassoon.D2.L.wav,5,5
59,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulA.F6.R.wav,23,23
60,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulA.A5.L.wav,9,9
61,C:/Users/Landon/Documents/wav_audio/Flute.vib.A4.L.wav,12,12
62,C:/Users/Landon/Documents/wav_audio/Oboe.C4.R.wav,15,15
