,Epoch Num,Loss Score,Precision,Recall
0,0,1.830237389,0.686274529,0.2734375
1,1,1.459483147,0.825242698,0.33203125
0,0,1.635791302,0.683168292,0.26953125
1,1,1.260103226,0.826086938,0.37109375
0,0,1.543336034,0.702970326,0.27734375
1,1,1.237152457,0.836538434,0.33984375
0,0,1.618440747,0.649253726,0.33984375
1,1,1.219060421,0.83453238,0.453125
0,0,1.486917615,0.7109375,0.35546875
1,1,1.214580655,0.814285696,0.4453125
0,0,1.539279342,0.69747901,0.32421875
1,1,1.141451001,0.839694679,0.4296875
0,0,1.371348858,0.715328455,0.3828125
1,1,1.021856666,0.868965507,0.4921875
0,0,1.596127868,0.718309879,0.3984375
1,1,1.181248426,0.845588207,0.44921875
0,0,1.58651495,0.659574449,0.36328125
1,1,1.151363969,0.850746274,0.4453125
0,0,1.534251213,0.699248135,0.36328125
1,1,1.142737031,0.821705401,0.4140625
0,0,1.659070849,0.713235319,0.37890625
1,1,1.157077074,0.868217051,0.4375
0,0,1.566176653,0.652542353,0.30078125
1,1,1.212737203,0.795620441,0.42578125
0,0,1.433211446,0.664179087,0.34765625
1,1,1.094009995,0.83088237,0.44140625
0,0,1.293166637,0.710144937,0.3828125
1,1,0.916923106,0.860927165,0.5078125
0,0,1.509227991,0.721428573,0.39453125
1,1,1.078210592,0.842105269,0.4375
0,0,1.295248508,0.734693885,0.421875
1,1,0.996818781,0.870129883,0.5234375
0,0,1.266518712,0.770700634,0.47265625
1,1,0.858245373,0.871951222,0.55859375
0,0,1.374276638,0.717791438,0.45703125
1,1,0.929503083,0.879518092,0.5703125
0,0,1.34799099,0.693333328,0.40625
1,1,0.949667215,0.847058833,0.5625
0,0,1.197384,0.734567881,0.46484375
1,1,0.8111853,0.852631569,0.6328125
0,0,1.181933641,0.737430155,0.515625
1,1,0.891781151,0.835164845,0.59375
0,0,1.395678759,0.717514098,0.49609375
1,1,0.983798623,0.888157904,0.52734375
0,0,1.277504683,0.767441869,0.515625
1,1,0.876823068,0.879518092,0.5703125
0,0,1.177936673,0.774390221,0.49609375
1,1,0.803535581,0.896551728,0.609375
0,0,1.256449699,0.793939412,0.51171875
1,1,0.9128021,0.797687888,0.5390625
0,0,1.156443715,0.76795578,0.54296875
1,1,0.807528794,0.907103837,0.6484375
0,0,1.223092318,0.720000029,0.4921875
1,1,0.761637092,0.845744669,0.62109375
0,0,1.055299759,0.731958747,0.5546875
1,1,0.708588421,0.90206188,0.68359375
0,0,1.265194297,0.736263752,0.5234375
1,1,0.788760424,0.899408281,0.59375
0,0,1.189285994,0.726315796,0.5390625
1,1,0.800294101,0.840206206,0.63671875
0,0,0.955169737,0.763157904,0.56640625
1,1,0.650071979,0.891089082,0.703125
0,0,1.090648174,0.767676771,0.59375
1,1,0.771335602,0.900523543,0.671875
0,0,1.195685983,0.752631605,0.55859375
1,1,0.839976549,0.842696607,0.5859375
0,0,1.067136407,0.801169574,0.53515625
1,1,0.7932657,0.893048108,0.65234375
0,0,0.915810704,0.824742258,0.625
1,1,0.583882391,0.953846157,0.7265625
0,0,1.328753352,0.823529422,0.615384638
1,1,0.888547778,0.928571403,0.714285731
0,0,0.870990515,0.851063848,0.625
1,1,0.637578964,0.912621379,0.734375
0,0,0.81049943,0.820652187,0.58984375
1,1,0.554758906,0.893023252,0.75
0,0,0.901719511,0.771844685,0.62109375
1,1,0.579262018,0.921568632,0.734375
0,0,0.800279796,0.790476203,0.6484375
1,1,0.496412963,0.912844062,0.77734375
0,0,0.842369914,0.80092591,0.67578125
1,1,0.399823338,0.924444437,0.8125
0,0,0.768353939,0.830275238,0.70703125
1,1,0.420936018,0.938053071,0.828125
0,0,0.811357141,0.784403682,0.66796875
1,1,0.517313957,0.926605523,0.7890625
0,0,1.029258013,0.757142842,0.62109375
1,1,0.636318922,0.897560954,0.71875
0,0,0.867290139,0.814070344,0.6328125
1,1,0.542349756,0.909523785,0.74609375
0,0,0.950481415,0.795238078,0.65234375
1,1,0.539609551,0.920560777,0.76953125
0,0,0.844990432,0.832535863,0.6796875
1,1,0.538528442,0.919811308,0.76171875
0,0,1.007652283,0.781553388,0.62890625
1,1,0.622611523,0.896551728,0.7109375
0,0,0.809207857,0.82938391,0.68359375
1,1,0.451447964,0.925764203,0.828125
0,0,0.907099068,0.813333333,0.71484375
1,1,0.605843902,0.920187771,0.765625
0,0,0.88590169,0.821256042,0.6640625
1,1,0.558943629,0.899543405,0.76953125
0,0,0.946068764,0.774038434,0.62890625
1,1,0.581857264,0.881278515,0.75390625
0,0,0.871750236,0.818627477,0.65234375
1,1,0.532683849,0.913461566,0.7421875
0,0,0.757023871,0.807860255,0.72265625
1,1,0.492768586,0.897321403,0.78515625
0,0,0.765947044,0.832535863,0.6796875
1,1,0.469288647,0.918660283,0.75
0,0,0.607586086,0.871111095,0.765625
1,1,0.339367032,0.942982435,0.83984375
0,0,0.821120143,0.788793087,0.71484375
1,1,0.415075332,0.913419902,0.82421875
0,0,0.797740459,0.819444418,0.69140625
1,1,0.491626352,0.944954157,0.8046875
0,0,0.742438197,0.853773594,0.70703125
1,1,0.504346728,0.927927911,0.8046875
0,0,0.842193425,0.800865829,0.72265625
1,1,0.477075249,0.927601814,0.80078125
0,0,0.733315945,0.849765241,0.70703125
1,1,0.423899442,0.936936915,0.8125
0,0,0.60268414,0.854700863,0.78125
1,1,0.275055319,0.949579835,0.8828125
0,0,0.957880437,0.79908675,0.68359375
1,1,0.608281314,0.922330081,0.7421875
0,0,0.688328981,0.831818163,0.71484375
1,1,0.380611956,0.913419902,0.82421875
0,0,0.706955194,0.847222209,0.71484375
1,1,0.446318537,0.912844062,0.77734375
0,0,0.865610361,0.80930233,0.6796875
1,1,0.472459853,0.912844062,0.77734375
0,0,0.721587241,0.830357134,0.7265625
1,1,0.393378824,0.915254235,0.84375
0,0,0.654718637,0.844748855,0.72265625
1,1,0.346192271,0.964285731,0.84375
0,0,0.72308147,0.856502235,0.74609375
1,1,0.427414,0.930131018,0.83203125
0,0,0.63409555,0.873303175,0.75390625
1,1,0.398451239,0.939130425,0.84375
0,0,0.686764419,0.832617998,0.7578125
1,1,0.351867378,0.948275864,0.859375
0,0,0.720935941,0.849137902,0.76953125
1,1,0.387188792,0.943478286,0.84765625
0,0,0.722383618,0.830357134,0.7265625
1,1,0.348317146,0.952586234,0.86328125
0,0,0.65266031,0.817391276,0.734375
1,1,0.348063171,0.930131018,0.83203125
0,0,0.563566566,0.859030843,0.76171875
1,1,0.263353437,0.948936164,0.87109375
0,0,0.723119617,0.87391305,0.78515625
1,1,0.399056137,0.936440706,0.86328125
0,0,0.765148103,0.830434799,0.74609375
1,1,0.430106074,0.916666687,0.81640625
0,0,0.564943433,0.842794776,0.75390625
1,1,0.322679043,0.923076928,0.84375
0,0,0.70794338,0.853333354,0.75
1,1,0.457116455,0.941176474,0.8125
0,0,0.563584149,0.865800858,0.78125
1,1,0.283511639,0.961038947,0.8671875
0,0,0.644723117,0.840517223,0.76171875
1,1,0.424087614,0.935064912,0.84375
0,0,0.690035522,0.831050217,0.7109375
1,1,0.474237174,0.883116901,0.796875
0,0,0.632856905,0.863436103,0.765625
1,1,0.351572812,0.931623936,0.8515625
0,0,0.576585054,0.871681392,0.76953125
1,1,0.333860368,0.933333337,0.875
0,0,0.452378422,0.864754081,0.82421875
1,1,0.186669797,0.959677398,0.9296875
0,0,0.777774036,0.85281384,0.76953125
1,1,0.408024967,0.933628321,0.82421875
0,0,0.579818249,0.882608712,0.79296875
1,1,0.315081477,0.956521749,0.859375
0,0,0.527592361,0.884120166,0.8046875
1,1,0.306823432,0.953586519,0.8828125
0,0,0.589132786,0.866379321,0.78515625
1,1,0.309543997,0.957446814,0.87890625
0,0,0.511872947,0.860655725,0.8203125
1,1,0.303327531,0.929460585,0.875
0,0,0.755410492,0.80349344,0.71875
1,1,0.365374357,0.918699205,0.8828125
0,0,0.489110768,0.897777796,0.7890625
1,1,0.242676303,0.979338825,0.92578125
0,0,0.562523484,0.865546227,0.8046875
1,1,0.283877075,0.953389823,0.87890625
0,0,0.531022608,0.883620679,0.80078125
1,1,0.2502262,0.966244698,0.89453125
0,0,0.485541552,0.852272749,0.824175835
1,1,0.2448695,0.943820238,0.923076928
