,Filepath,Label,Prediction
134,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Gb2.R.wav,14,14
135,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.A5.R.wav,21,21
136,C:\Users\Landon\Documents\audioWAV\BbClarinet.Db5.L.wav,7,7
137,C:\Users\Landon\Documents\audioWAV\Crotale.C6.L.wav,16,16
138,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulG.E3.R.wav,2,2
139,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulG.C4.L.wav,2,2
140,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulG.Db3.R.wav,2,2
141,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Db3.R.wav,14,14
142,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.D5.L.wav,21,14
143,C:\Users\Landon\Documents\audioWAV\Bassoon.F3.L.wav,5,5
144,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.G4.L.wav,24,21
145,C:\Users\Landon\Documents\audioWAV\Flute.vib.Db4.L.wav,11,11
146,C:\Users\Landon\Documents\audioWAV\BbClarinet.B5.R.wav,7,10
147,C:\Users\Landon\Documents\audioWAV\bells.brass.F5.R.wav,8,8
148,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.D3.R.wav,9,9
149,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.A3.L.wav,9,9
150,C:\Users\Landon\Documents\audioWAV\Horn.Gb2.R.wav,13,13
151,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.A2.R.wav,2,2
152,C:\Users\Landon\Documents\audioWAV\bells.brass.G5.L.wav,8,8
153,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.D3.L.wav,21,21
154,C:\Users\Landon\Documents\audioWAV\EbClarinet.Gb5.R.wav,10,11
155,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.Ab5.L.wav,22,22
156,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.A5.L.wav,21,14
157,C:\Users\Landon\Documents\audioWAV\Flute.vib.Db6.L.wav,11,11
158,C:\Users\Landon\Documents\audioWAV\TenorTrombone.C4.R.wav,18,18
159,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Gb5.L.wav,14,14
160,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Gb3.R.wav,14,14
161,C:\Users\Landon\Documents\audioWAV\Vibraphone.shortsustain.F5.L.wav,21,21
162,C:\Users\Landon\Documents\audioWAV\Flute.nonvib.E6.L.wav,11,11
163,C:\Users\Landon\Documents\audioWAV\BbClarinet.C4.R.wav,7,7
164,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.Db5.L.wav,22,11
165,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db3.R.wav,14,14
166,C:\Users\Landon\Documents\audioWAV\Horn.E4.R.wav,13,13
167,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.G3.R.wav,21,14
168,C:\Users\Landon\Documents\audioWAV\Horn.E4.L.wav,13,13
169,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.Db6.R.wav,21,14
170,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulD.Eb4.R.wav,23,23
171,C:\Users\Landon\Documents\audioWAV\TenorTrombone.G2.R.wav,18,18
172,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.F3.L.wav,9,9
173,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Ab5.R.wav,14,14
174,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulA.E6.R.wav,23,23
175,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Eb4.R.wav,9,9
176,C:\Users\Landon\Documents\audioWAV\BassClarinet.D3.L.wav,3,3
177,C:\Users\Landon\Documents\audioWAV\BassClarinet.G5.R.wav,3,3
178,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulC.C5.R.wav,22,4
179,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Eb5.L.wav,14,14
180,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.F4.L.wav,24,14
181,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.E3.L.wav,1,1
182,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.E3.L.wav,21,21
183,C:\Users\Landon\Documents\audioWAV\BassClarinet.Ab4.R.wav,3,3
184,C:\Users\Landon\Documents\audioWAV\Oboe.F5.L.wav,15,15
185,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.Gb6.R.wav,24,14
186,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.Gb3.R.wav,2,2
187,C:\Users\Landon\Documents\audioWAV\BassClarinet.E2.R.wav,3,3
188,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Db5.L.wav,9,9
189,C:\Users\Landon\Documents\audioWAV\BbClarinet.E6.L.wav,7,11
190,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulE.Bb6.R.wav,23,23
191,C:\Users\Landon\Documents\audioWAV\Vibraphone.sustain.E6.R.wav,21,21
192,C:\Users\Landon\Documents\audioWAV\Trumpet.novib.G4.L.wav,19,19
193,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.D2.L.wav,2,2
194,C:\Users\Landon\Documents\audioWAV\Xylophone.rosewood.E5.R.wav,24,24
195,C:\Users\Landon\Documents\audioWAV\SopSax.vib.D6.R.wav,17,17
196,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Bb2.L.wav,9,9
197,C:\Users\Landon\Documents\audioWAV\TenorTrombone.Gb4.R.wav,18,18
198,C:\Users\Landon\Documents\audioWAV\BassTrombone.D2.R.wav,6,18
199,C:\Users\Landon\Documents\audioWAV\Xylophone.rosewood.D5.L.wav,24,24
200,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.E5.R.wav,21,14
201,C:\Users\Landon\Documents\audioWAV\Oboe.C6.L.wav,15,15
202,C:\Users\Landon\Documents\audioWAV\Flute.nonvib.Db7.L.wav,11,11
203,C:\Users\Landon\Documents\audioWAV\Xylophone.rosewood.A6.L.wav,24,24
204,C:\Users\Landon\Documents\audioWAV\Xylophone.rosewood.Bb5.R.wav,24,24
205,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.Ab4.L.wav,1,1
206,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Bb6.R.wav,14,14
207,C:\Users\Landon\Documents\audioWAV\Horn.B3.R.wav,13,13
208,C:\Users\Landon\Documents\audioWAV\Bassoon.F4.L.wav,5,11
209,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C2.L.wav,14,14
210,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.B2.L.wav,2,2
211,C:\Users\Landon\Documents\audioWAV\Crotale.Db7.R.wav,16,16
212,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A2.R.wav,14,14
213,C:\Users\Landon\Documents\audioWAV\EbClarinet.D6.L.wav,10,10
214,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.Db4.L.wav,19,19
215,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulG.Gb5.R.wav,22,22
216,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.F5.R.wav,1,1
217,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.Gb6.L.wav,24,14
218,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulD.C5.L.wav,23,23
219,C:\Users\Landon\Documents\audioWAV\Bassoon.F2.L.wav,5,5
220,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.Ab4.R.wav,1,1
221,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.Eb5.R.wav,19,19
222,C:\Users\Landon\Documents\audioWAV\EbClarinet.Ab3.R.wav,10,10
223,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.A5.R.wav,9,15
224,C:\Users\Landon\Documents\audioWAV\TenorTrombone.F3.L.wav,18,18
225,C:\Users\Landon\Documents\audioWAV\AltoSax.vib.E5.L.wav,1,1
226,C:\Users\Landon\Documents\audioWAV\bells.plastic.Gb7.R.wav,8,8
227,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.Bb3.R.wav,21,21
228,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.G4.L.wav,21,14
229,C:\Users\Landon\Documents\audioWAV\TenorTrombone.F4.L.wav,18,18
230,C:\Users\Landon\Documents\audioWAV\BassFlute.Db3.L.wav,4,13
231,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.Ab2.R.wav,14,14
232,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.B3.R.wav,19,19
233,C:\Users\Landon\Documents\audioWAV\Horn.Bb4.L.wav,13,13
234,C:\Users\Landon\Documents\audioWAV\Vibraphone.sustain.D3.L.wav,21,21
235,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulD.G4.R.wav,22,22
236,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulD.A5.L.wav,23,23
237,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.C3.R.wav,14,14
238,C:\Users\Landon\Documents\audioWAV\Horn.F4.R.wav,13,13
239,C:\Users\Landon\Documents\audioWAV\Marimba.cord.Ab6.L.wav,14,14
240,C:\Users\Landon\Documents\audioWAV\Vibraphone.shortsustain.E6.R.wav,21,21
241,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.C4.L.wav,9,9
242,C:\Users\Landon\Documents\audioWAV\AltoFlute.vib.Ab4.R.wav,0,0
243,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.D4.R.wav,14,14
244,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.A5.R.wav,22,22
245,C:\Users\Landon\Documents\audioWAV\Horn.D4.L.wav,13,13
246,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulC.Db1.L.wav,2,2
247,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.C5.R.wav,9,9
248,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulD.B5.L.wav,23,23
249,C:\Users\Landon\Documents\audioWAV\BbClarinet.Gb5.L.wav,7,11
250,C:\Users\Landon\Documents\audioWAV\BbClarinet.A5.L.wav,7,11
251,C:\Users\Landon\Documents\audioWAV\SopSax.vib.E4.R.wav,17,17
252,C:\Users\Landon\Documents\audioWAV\EbClarinet.E5.R.wav,10,10
253,C:\Users\Landon\Documents\audioWAV\BassFlute.F3.R.wav,4,4
254,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.Bb5.L.wav,22,22
255,C:\Users\Landon\Documents\audioWAV\Flute.vib.Gb4.R.wav,11,11
0,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.G1.R.wav,2,2
1,C:\Users\Landon\Documents\audioWAV\Horn.C4.L.wav,13,13
2,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulD.Gb3.L.wav,2,2
3,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.B3.R.wav,9,9
4,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.D6.R.wav,21,21
5,C:\Users\Landon\Documents\audioWAV\Vibraphone.shortsustain.Eb4.R.wav,21,21
6,C:\Users\Landon\Documents\audioWAV\bells.plastic.G5.R.wav,8,21
7,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulG.Db5.R.wav,22,22
8,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulD.E3.R.wav,2,2
9,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.G3.L.wav,21,21
10,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulA.Ab3.R.wav,2,2
11,C:\Users\Landon\Documents\audioWAV\BassFlute.E5.L.wav,4,4
12,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulG.F4.L.wav,22,22
13,C:\Users\Landon\Documents\audioWAV\Vibraphone.sustain.F6.R.wav,21,21
14,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.B5.R.wav,22,22
15,C:\Users\Landon\Documents\audioWAV\Trumpet.vib.Eb4.L.wav,19,19
16,C:\Users\Landon\Documents\audioWAV\Vibraphone.sustain.Ab5.L.wav,21,21
17,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulC.Db3.R.wav,22,13
18,C:\Users\Landon\Documents\audioWAV\BbClarinet.Db4.L.wav,7,7
19,C:\Users\Landon\Documents\audioWAV\BbClarinet.Bb5.R.wav,7,10
20,C:\Users\Landon\Documents\audioWAV\BassClarinet.F4.L.wav,3,3
21,C:\Users\Landon\Documents\audioWAV\Oboe.Ab5.R.wav,15,15
22,C:\Users\Landon\Documents\audioWAV\BassClarinet.Eb3.L.wav,3,3
23,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulA.G6.L.wav,23,23
24,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.A4.L.wav,22,22
25,C:\Users\Landon\Documents\audioWAV\Bass.arco.sulE.A1.L.wav,2,2
26,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.G4.L.wav,9,9
27,C:\Users\Landon\Documents\audioWAV\SopSax.nonvib.Eb4.R.wav,17,17
28,C:\Users\Landon\Documents\audioWAV\BassClarinet.C5.L.wav,3,3
29,C:\Users\Landon\Documents\audioWAV\BbClarinet.Db6.L.wav,7,22
30,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.Bb3.L.wav,21,21
31,C:\Users\Landon\Documents\audioWAV\EbClarinet.G5.L.wav,10,10
32,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.Gb5.L.wav,22,22
33,C:\Users\Landon\Documents\audioWAV\BassFlute.Eb5.R.wav,4,0
34,C:\Users\Landon\Documents\audioWAV\Xylophone.hardrubber.Db7.L.wav,24,24
35,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.B3.R.wav,9,9
36,C:\Users\Landon\Documents\audioWAV\Marimba.cord.B2.L.wav,14,14
37,C:\Users\Landon\Documents\audioWAV\BassFlute.Ab5.L.wav,4,4
38,C:\Users\Landon\Documents\audioWAV\AltoSax.vib.D3.L.wav,1,1
39,C:\Users\Landon\Documents\audioWAV\BbClarinet.Bb4.R.wav,7,7
40,C:\Users\Landon\Documents\audioWAV\Marimba.cord.C5.L.wav,14,14
41,C:\Users\Landon\Documents\audioWAV\AltoSax.NoVib.Ab5.R.wav,1,1
42,C:\Users\Landon\Documents\audioWAV\Vibraphone.dampen.D6.L.wav,21,14
43,C:\Users\Landon\Documents\audioWAV\BassFlute.Eb5.L.wav,4,0
44,C:\Users\Landon\Documents\audioWAV\Marimba.yarn.A4.L.wav,14,14
45,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulD.Gb4.R.wav,22,22
46,C:\Users\Landon\Documents\audioWAV\Crotale.E6.R.wav,16,16
47,C:\Users\Landon\Documents\audioWAV\Marimba.cord.G3.R.wav,14,14
48,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Db3.R.wav,9,9
49,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulE.E7.R.wav,23,23
50,C:\Users\Landon\Documents\audioWAV\Oboe.Bb4.L.wav,15,11
51,C:\Users\Landon\Documents\audioWAV\Horn.G4.R.wav,13,13
52,C:\Users\Landon\Documents\audioWAV\Xylophone.rosewood.F7.R.wav,24,24
53,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulG.Eb5.L.wav,22,22
54,C:\Users\Landon\Documents\audioWAV\TenorTrombone.Db3.L.wav,18,18
55,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.B4.L.wav,9,9
56,C:\Users\Landon\Documents\audioWAV\Marimba.rubber.Db4.R.wav,14,14
57,C:\Users\Landon\Documents\audioWAV\Trumpet.novib.A5.R.wav,19,19
58,C:\Users\Landon\Documents\audioWAV\Violin.arco.sulG.Ab4.L.wav,23,23
59,C:\Users\Landon\Documents\audioWAV\Vibraphone.bow.Eb4.R.wav,21,21
60,C:\Users\Landon\Documents\audioWAV\BassFlute.C5.R.wav,4,13
61,C:\Users\Landon\Documents\audioWAV\Viola.arco.sulA.Gb6.R.wav,22,22
