,Filepath,Label,Prediction
72,C:\Users\Landon\Documents\audioWAV2\TRUMPET.As5.long.forte.normal.wav,27,23
73,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.C4.05.forte.normal.wav,23,23
74,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.A3.025.piano.normal.wav,15,15
75,C:\Users\Landon\Documents\audioWAV2\VIOLA.E4.1.mezzoforte.moltovibrato.wav,30,30
76,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.A1.1.forte.arconormal.wav,3,3
77,C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.Ab5.R.wav,29,29
78,C:\Users\Landon\Documents\audioWAV2\GUITAR.A3.verylong.pianissimo.harmonics.wav,17,17
79,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Fs3.05.fortissimo.normal.wav,26,26
80,C:\Users\Landon\Documents\audioWAV2\FLUTE.Cs6.025.mezzopiano.normal.wav,16,16
81,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Gs5.15.forte.normal.wav,23,23
82,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.As1.025.mezzoforte.normal.wav,19,19
83,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.A3.15.forte.arconormal.wav,3,3
84,C:\Users\Landon\Documents\audioWAV2\GUITAR.C4.verylong.piano.harmonics.wav,17,17
85,C:\Users\Landon\Documents\audioWAV2\CELLO.As3.05.mezzopiano.arconormal.wav,10,10
86,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.As4.025.mezzoforte.normal.wav,15,15
87,C:\Users\Landon\Documents\audioWAV2\VIOLIN.Cs7.05.piano.arconormal.wav,31,31
88,C:\Users\Landon\Documents\audioWAV2\CLARINET.As6.1.pianissimo.normal.wav,11,11
89,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.G2.long.forte.normal.wav,19,19
90,C:\Users\Landon\Documents\audioWAV1\AltoSax.vib.Db5.L.wav,1,1
91,C:\Users\Landon\Documents\audioWAV2\VIOLA.Fs4.025.fortissimo.arconormal.wav,30,30
92,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.D5.1.fortissimo.normal.wav,19,11
93,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.G2.025.forte.arconormal.wav,3,3
94,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E3.025.mezzoforte.arconormal.wav,3,3
95,C:\Users\Landon\Documents\audioWAV1\Crotale.D6.L.wav,13,9
96,C:\Users\Landon\Documents\audioWAV2\CELLO.Fs2.05.fortissimo.arconormal.wav,10,10
97,C:\Users\Landon\Documents\audioWAV2\VIOLIN.Cs6.1.mezzopiano.nonvibrato.wav,31,31
98,C:\Users\Landon\Documents\audioWAV2\TUBA.Ds3.025.fortissimo.normal.wav,28,12
99,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.Ds5.15.mezzoforte.normal.wav,15,6
100,C:\Users\Landon\Documents\audioWAV1\Marimba.cord.Db6.L.wav,21,23
101,C:\Users\Landon\Documents\audioWAV2\TROMBONE.E5.15.piano.normal.wav,26,15
102,C:\Users\Landon\Documents\audioWAV2\GUITAR.A3.verylong.piano.harmonics.wav,17,17
103,C:\Users\Landon\Documents\audioWAV2\FLUTE.Fs4.05.piano.normal.wav,16,16
104,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.As3.phrase.mezzoforte.normal.wav,15,15
105,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.A2.025.forte.normal.wav,4,4
106,C:\Users\Landon\Documents\audioWAV1\Vibraphone.dampen.Eb5.R.wav,29,29
107,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Fs4.025.piano.normal.wav,23,26
108,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.D2.1.piano.normal.wav,12,19
109,C:\Users\Landon\Documents\audioWAV2\TUBA.Fs3.05.mezzopiano.mute.wav,28,28
110,C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.D4.L.wav,29,29
111,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.F1.15.piano.normal.wav,12,12
112,C:\Users\Landon\Documents\audioWAV2\FLUTE.Gs6.025.forte.normal.wav,16,16
113,C:\Users\Landon\Documents\audioWAV2\VIOLIN.B6.15.pianissimo.arconormal.wav,31,31
114,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.F2.15.mezzoforte.normal.wav,12,12
115,C:\Users\Landon\Documents\audioWAV2\CELLO.E5.05.pianissimo.arconormal.wav,10,15
116,C:\Users\Landon\Documents\audioWAV1\BassFlute.G3.L.wav,5,5
117,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Fs3.1.pianissimo.normal.wav,4,4
118,C:\Users\Landon\Documents\audioWAV2\CELLO.Fs4.15.mezzopiano.arconormal.wav,10,30
119,C:\Users\Landon\Documents\audioWAV2\CELLO.B3.05.forte.arconormal.wav,10,10
120,C:\Users\Landon\Documents\audioWAV2\VIOLIN.A5.1.mezzoforte.naturalharmonic.wav,31,31
121,C:\Users\Landon\Documents\audioWAV2\BASSOON.C4.1.mezzoforte.normal.wav,6,6
122,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.G2.15.piano.normal.wav,4,4
123,C:\Users\Landon\Documents\audioWAV2\TRUMPET.G4.1.forte.normal.wav,27,27
124,C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulG.E3.R.wav,3,3
125,C:\Users\Landon\Documents\audioWAV2\OBOE.G5.05.mezzoforte.normal.wav,22,22
126,C:\Users\Landon\Documents\audioWAV2\BASSOON.B1.15.piano.normal.wav,6,6
127,C:\Users\Landon\Documents\audioWAV2\TUBA.A3.1.piano.normal.wav,28,28
128,C:\Users\Landon\Documents\audioWAV2\TUBA.Cs4.05.piano.normal.wav,28,28
129,C:\Users\Landon\Documents\audioWAV2\TROMBONE.As3.05.forte.normal.wav,26,26
130,C:\Users\Landon\Documents\audioWAV2\OBOE.F5.05.mezzoforte.normal.wav,22,22
131,C:\Users\Landon\Documents\audioWAV2\TRUMPET.C5.15.pianissimo.normal.wav,27,6
132,C:\Users\Landon\Documents\audioWAV2\TROMBONE.G4.15.pianissimo.normal.wav,26,26
133,C:\Users\Landon\Documents\audioWAV2\OBOE.Fs6.025.piano.normal.wav,22,22
134,C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulC.C5.L.wav,30,30
135,C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulD.Db5.R.wav,10,10
136,C:\Users\Landon\Documents\audioWAV2\TUBA.As1.long.forte.majortrill.wav,28,28
137,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Fs3.1.mezzopiano.normal.wav,15,15
138,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.C4.15.mezzopiano.normal.wav,15,15
139,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.E2.1.mezzopiano.arconormal.wav,3,3
140,C:\Users\Landon\Documents\audioWAV2\TROMBONE.B4.05.mezzoforte.normal.wav,26,4
141,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.As2.1.forte.normal.wav,12,12
142,C:\Users\Landon\Documents\audioWAV2\TUBA.C2.05.mezzopiano.normal.wav,28,28
143,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.A2.025.pianissimo.normal.wav,4,4
144,C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulG.B3.R.wav,10,16
145,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.G3.05.mezzopiano.normal.wav,15,15
146,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Fs4.15.mezzoforte.normal.wav,26,15
147,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.G5.05.mezzoforte.normal.wav,4,4
148,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Gs2.025.mezzoforte.arconormal.wav,3,3
149,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.D4.1.forte.arconormal.wav,3,3
150,C:\Users\Landon\Documents\audioWAV1\BbClarinet.B6.R.wav,8,8
151,C:\Users\Landon\Documents\audioWAV2\CELLO.As5.025.mezzopiano.arconormal.wav,10,10
152,C:\Users\Landon\Documents\audioWAV2\OBOE.Ds6.15.piano.normal.wav,22,22
153,C:\Users\Landon\Documents\audioWAV2\VIOLA.Cs6.15.pianissimo.arconormal.wav,30,30
154,C:\Users\Landon\Documents\audioWAV2\FLUTE.D5.15.forte.normal.wav,16,16
155,C:\Users\Landon\Documents\audioWAV1\Vibraphone.sustain.A4.R.wav,29,29
156,C:\Users\Landon\Documents\audioWAV1\bells.plastic.Eb5.R.wav,9,9
157,C:\Users\Landon\Documents\audioWAV2\CELLO.C4.025.pianissimo.arconormal.wav,10,30
158,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.G5.025.forte.normal.wav,4,4
159,C:\Users\Landon\Documents\audioWAV2\CELLO.A5.1.mezzopiano.arconormal.wav,10,10
160,C:\Users\Landon\Documents\audioWAV2\VIOLIN.A6.05.forte.arconormal.wav,31,31
161,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.F1.1.fortissimo.normal.wav,12,12
162,C:\Users\Landon\Documents\audioWAV2\TROMBONE.Ds3.025.piano.normal.wav,26,26
163,C:\Users\Landon\Documents\audioWAV2\OBOE.Fs6.1.piano.normal.wav,22,11
164,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.E1.05.forte.normal.wav,12,12
165,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Gs5.1.pianissimo.normal.wav,23,4
166,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.D5.15.fortissimo.normal.wav,4,4
167,C:\Users\Landon\Documents\audioWAV2\CELLO.A3.phrase.mezzoforte.arcostaccato.wav,10,10
168,C:\Users\Landon\Documents\audioWAV2\CLARINET.Fs3.05.piano.normal.wav,11,11
169,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.E1.05.mezzoforte.normal.wav,12,28
170,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.Gs5.025.mezzopiano.normal.wav,15,15
171,C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulD.D4.R.wav,10,10
172,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.Gs3.1.piano.normal.wav,19,19
173,C:\Users\Landon\Documents\audioWAV2\TUBA.Ds2.05.pianissimo.normal.wav,28,28
174,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.C4.1.mezzoforte.normal.wav,23,12
175,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Ds3.05.piano.normal.wav,23,23
176,C:\Users\Landon\Documents\audioWAV1\Vibraphone.dampen.Db4.L.wav,29,29
177,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.Ds3.025.fortissimo.normal.wav,12,12
178,C:\Users\Landon\Documents\audioWAV2\OBOE.Gs4.025.forte.normal.wav,22,22
179,C:\Users\Landon\Documents\audioWAV2\GUITAR.D4.verylong.forte.normal.wav,17,17
180,C:\Users\Landon\Documents\audioWAV1\Trumpet.vib.F4.R.wav,27,27
181,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.B3.phrase.mezzoforte.fluttertonguing.wav,15,15
182,C:\Users\Landon\Documents\audioWAV2\OBOE.Fs5.15.forte.normal.wav,22,22
183,C:\Users\Landon\Documents\audioWAV2\CLARINET.Gs5.long.mezzoforte.minortrill.wav,11,16
184,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Ds3.15.piano.normal.wav,4,4
185,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.Gs4.1.fortissimo.normal.wav,15,15
186,C:\Users\Landon\Documents\audioWAV1\BassClarinet.Eb4.L.wav,4,4
187,C:\Users\Landon\Documents\audioWAV2\TUBA.C3.15.piano.normal.wav,28,28
188,C:\Users\Landon\Documents\audioWAV2\OBOE.Ds4.15.mezzoforte.normal.wav,22,22
189,C:\Users\Landon\Documents\audioWAV2\TUBA.Fs1.1.piano.mute.wav,28,28
190,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.C5.1.mezzoforte.normal.wav,23,23
191,C:\Users\Landon\Documents\audioWAV2\CELLO.F2.1.pianissimo.arconormal.wav,10,10
192,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Cs4.025.fortissimo.normal.wav,15,15
193,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.A4.15.piano.normal.wav,23,6
194,C:\Users\Landon\Documents\audioWAV2\TRUMPET.B4.025.fortissimo.normal.wav,27,27
195,C:\Users\Landon\Documents\audioWAV2\TROMBONE.G2.15.piano.normal.wav,26,26
196,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Gs3.05.mezzopiano.normal.wav,15,15
197,C:\Users\Landon\Documents\audioWAV2\CLARINET.E3.15.forte.normal.wav,11,11
198,C:\Users\Landon\Documents\audioWAV2\CELLO.E5.15.forte.arconormal.wav,10,16
199,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.C4.15.forte.normal.wav,4,4
200,C:\Users\Landon\Documents\audioWAV2\VIOLA.E6.05.forte.arconormal.wav,30,16
201,C:\Users\Landon\Documents\audioWAV2\FLUTE.G6.15.fortissimo.normal.wav,16,22
202,C:\Users\Landon\Documents\audioWAV2\CELLO.A2.025.mezzoforte.arcocollegnobattuto.wav,10,26
203,C:\Users\Landon\Documents\audioWAV2\CLARINET.As3.1.fortissimo.normal.wav,11,11
204,C:\Users\Landon\Documents\audioWAV2\TRUMPET.F5.025.pianissimo.normal.wav,27,27
205,C:\Users\Landon\Documents\audioWAV1\Marimba.yarn.C5.L.wav,21,21
206,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.D3.05.forte.arconormal.wav,3,3
207,C:\Users\Landon\Documents\audioWAV2\BANJO.D4.verylong.forte.normal.wav,2,20
208,C:\Users\Landon\Documents\audioWAV1\Violin.arco.sulD.C5.L.wav,31,31
209,C:\Users\Landon\Documents\audioWAV2\CELLO.Ds5.025.pianissimo.arconormal.wav,10,19
210,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Cs5.1.fortissimo.normal.wav,15,15
211,C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulA.Ab5.L.wav,10,30
212,C:\Users\Landon\Documents\audioWAV2\CELLO.B3.025.pianissimo.arconormal.wav,10,31
213,C:\Users\Landon\Documents\audioWAV2\CLARINET.F4.15.forte.normal.wav,11,11
214,C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulG.G5.R.wav,30,30
215,C:\Users\Landon\Documents\audioWAV2\VIOLA.As3.1.mezzoforte.arcominortrill.wav,30,30
216,C:\Users\Landon\Documents\audioWAV2\VIOLA.A4.025.piano.arconormal.wav,30,30
217,C:\Users\Landon\Documents\audioWAV1\TenorTrombone.F4.L.wav,25,25
218,C:\Users\Landon\Documents\audioWAV2\VIOLA.G4.1.fortissimo.pizznormal.wav,30,30
219,C:\Users\Landon\Documents\audioWAV2\BASSOON.E3.15.piano.normal.wav,6,19
220,C:\Users\Landon\Documents\audioWAV2\CELLO.E4.025.fortissimo.arconormal.wav,10,4
221,C:\Users\Landon\Documents\audioWAV2\TUBA.Gs2.025.fortissimo.normal.wav,28,28
222,C:\Users\Landon\Documents\audioWAV2\VIOLIN.Cs5.phrase.forte.arcomartele.wav,31,31
223,C:\Users\Landon\Documents\audioWAV2\TROMBONE.E6.05.forte.normal.wav,26,4
224,C:\Users\Landon\Documents\audioWAV1\Horn.G3.R.wav,19,19
225,C:\Users\Landon\Documents\audioWAV2\TUBA.B3.1.piano.mute.wav,28,28
226,C:\Users\Landon\Documents\audioWAV2\BASSOON.Cs5.1.fortissimo.normal.wav,6,6
227,C:\Users\Landon\Documents\audioWAV2\TUBA.Fs2.1.fortissimo.normal.wav,28,28
228,C:\Users\Landon\Documents\audioWAV2\TUBA.D4.15.fortissimo.normal.wav,28,28
229,C:\Users\Landon\Documents\audioWAV2\VIOLA.A4.05.pianissimo.arconormal.wav,30,16
230,C:\Users\Landon\Documents\audioWAV2\CLARINET.C6.05.fortissimo.normal.wav,11,11
231,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.E3.phrase.mezzoforte.tenuto.wav,15,15
232,C:\Users\Landon\Documents\audioWAV2\FLUTE.Gs5.15.piano.normal.wav,16,22
233,C:\Users\Landon\Documents\audioWAV2\BASSOON.As1.1.mezzopiano.normal.wav,6,19
234,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.Cs2.025.fortissimo.normal.wav,12,12
235,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Gs5.15.forte.normal.wav,15,15
236,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.B5.1.mezzopiano.normal.wav,15,15
237,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.F4.025.mezzoforte.arconormal.wav,3,3
238,C:\Users\Landon\Documents\audioWAV1\Crotale.E6.L.wav,13,9
239,C:\Users\Landon\Documents\audioWAV1\Viola.arco.sulC.D4.R.wav,30,30
240,C:\Users\Landon\Documents\audioWAV1\Flute.nonvib.C6.R.wav,16,10
241,C:\Users\Landon\Documents\audioWAV2\FLUTE.E6.long.piano.normal.wav,16,29
242,C:\Users\Landon\Documents\audioWAV2\BASSOON.F3.phrase.mezzoforte.legato.wav,6,6
243,C:\Users\Landon\Documents\audioWAV2\CLARINET.C7.15.forte.normal.wav,11,16
244,C:\Users\Landon\Documents\audioWAV2\TUBA.G1.05.mezzopiano.normal.wav,28,28
245,C:\Users\Landon\Documents\audioWAV2\CONTRABASSOON.Fs2.1.mezzoforte.normal.wav,12,12
246,C:\Users\Landon\Documents\audioWAV2\BASSOON.E5.1.forte.normal.wav,6,22
247,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.Ds5.15.forte.normal.wav,15,15
248,C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulC.E3.R.wav,10,10
249,C:\Users\Landon\Documents\audioWAV2\CELLO.D3.phrase.fortissimo.arcoautalon.wav,10,10
250,C:\Users\Landon\Documents\audioWAV1\EbClarinet.Bb4.L.wav,14,14
251,C:\Users\Landon\Documents\audioWAV1\Vibraphone.bow.Gb3.L.wav,29,29
252,C:\Users\Landon\Documents\audioWAV2\FLUTE.G4.1.piano.normal.wav,16,16
253,C:\Users\Landon\Documents\audioWAV2\CLARINET.C4.1.fortissimo.normal.wav,11,15
254,C:\Users\Landon\Documents\audioWAV2\ENGLISHHORN.As3.025.pianissimo.normal.wav,15,15
255,C:\Users\Landon\Documents\audioWAV1\Cello.arco.sulC.E2.L.wav,10,10
0,C:\Users\Landon\Documents\audioWAV2\TUBA.D4.1.piano.normal.wav,28,28
1,C:\Users\Landon\Documents\audioWAV2\VIOLA.C6.05.pianissimo.arconormal.wav,30,30
2,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.Fs2.15.fortissimo.normal.wav,4,19
3,C:\Users\Landon\Documents\audioWAV2\CELLO.A3.15.forte.arconormal.wav,10,10
4,C:\Users\Landon\Documents\audioWAV2\TROMBONE.F3.phrase.mezzoforte.tenuto.wav,26,26
5,C:\Users\Landon\Documents\audioWAV2\SAXOPHONE.Gs3.05.fortissimo.normal.wav,23,23
6,C:\Users\Landon\Documents\audioWAV1\TenorTrombone.E3.L.wav,25,25
7,C:\Users\Landon\Documents\audioWAV2\CORANGLAIS.F5.1.forte.normal.wav,15,15
8,C:\Users\Landon\Documents\audioWAV2\BASSCLARINET.A2.phrase.mezzoforte.nonlegato.wav,4,4
9,C:\Users\Landon\Documents\audioWAV2\TROMBONE.E4.1.pianissimo.normal.wav,26,26
10,C:\Users\Landon\Documents\audioWAV2\TUBA.Fs3.1.piano.normal.wav,28,28
11,C:\Users\Landon\Documents\audioWAV2\DOUBLEBASS.Fs3.05.fortissimo.arconormal.wav,3,3
12,C:\Users\Landon\Documents\audioWAV2\VIOLIN.B4.1.fortissimo.arconormal.wav,31,31
13,C:\Users\Landon\Documents\audioWAV2\TUBA.As3.1.mezzopiano.normal.wav,28,28
14,C:\Users\Landon\Documents\audioWAV2\OBOE.Cs5.15.fortissimo.normal.wav,22,22
15,C:\Users\Landon\Documents\audioWAV2\VIOLIN.A6.1.mezzoforte.naturalharmonic.wav,31,14
16,C:\Users\Landon\Documents\audioWAV2\CELLO.D3.025.forte.arconormal.wav,10,10
17,C:\Users\Landon\Documents\audioWAV2\FRENCHHORN.A2.15.piano.normal.wav,19,19
18,C:\Users\Landon\Documents\audioWAV1\Bass.arco.sulA.A3.R.wav,3,31
